"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.781718997522590E9,"2026-06-17 7:56:37.523 UTC+02:00"
"PAUSE",4.890378675004467E1,1.781719046425165E9,"2026-06-17 7:57:26.425 UTC+02:00"
