"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780663618714920E9,"2026-06-05 2:46:58.715 UTC+02:00"
"PAUSE",5.068137674999889E1,1.780663669395943E9,"2026-06-05 2:47:49.396 UTC+02:00"
