"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.781716520691261E9,"2026-06-17 7:15:20.691 UTC+02:00"
"PAUSE",1.450069324998185E1,1.781716535191975E9,"2026-06-17 7:15:35.192 UTC+02:00"
