"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780662458598779E9,"2026-06-05 2:27:38.599 UTC+02:00"
"PAUSE",4.688237991672941E1,1.780662505480697E9,"2026-06-05 2:28:25.481 UTC+02:00"
