"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.781716586823900E9,"2026-06-17 7:16:26.824 UTC+02:00"
"PAUSE",1.883257187507115E1,1.781716605656499E9,"2026-06-17 7:16:45.656 UTC+02:00"
