"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.781719591382538E9,"2026-06-17 8:06:31.383 UTC+02:00"
"PAUSE",4.763971370831132E1,1.781719639021827E9,"2026-06-17 8:07:19.022 UTC+02:00"
