"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
5.829095840E-3,5.238118783E1,4.860436995E0,2.429937367E0,NaN,NaN,1.556678220E2,3.001752166E1
4.225599766E-2,5.238120385E1,4.860391231E0,-1.655797954E0,NaN,NaN,1.777251223E2,3.002305776E1
4.975219965E-1,5.238115575E1,4.860446040E0,2.528337514E0,NaN,NaN,2.378442277E1,3.000000000E1
5.202686071E0,5.238116282E1,4.860427189E0,2.527624166E0,NaN,NaN,6.446314551E1,3.000245243E1
5.205889106E0,5.238116282E1,4.860427189E0,2.527624166E0,NaN,NaN,6.446317316E1,3.000245243E1
5.678741336E0,5.238111976E1,4.860517116E0,1.542080307E1,NaN,NaN,5.438347826E1,1.920000000E2
6.678732872E0,5.238119063E1,4.860444820E0,1.737093735E1,NaN,NaN,2.562250518E1,9.600000000E1
7.678724647E0,5.238113863E1,4.860606144E0,2.145675278E1,0.000000000E0,NaN,2.191954295E1,9.600000000E1
8.678716660E0,5.238109086E1,4.860758290E0,7.274436951E-1,4.940000057E0,1.160156250E1,1.348043307E1,4.000000000E0
9.678707600E0,5.238104695E1,4.860751945E0,1.791469574E0,0.000000000E0,NaN,1.341647096E1,4.000000000E0
1.067869925E1,5.238104234E1,4.860745741E0,1.866359711E0,3.300000131E-1,2.211328125E2,1.393682519E1,4.000000000E0
1.167952394E1,5.238103315E1,4.860724923E0,2.434352875E0,3.600000143E-1,2.348437500E2,1.393852925E1,4.000000000E0
1.267953801E1,5.238107126E1,4.860869121E0,2.184230804E0,4.600000083E-1,2.397656250E2,1.394008254E1,4.000000000E0
1.367953467E1,5.238108650E1,4.860870586E0,2.545619965E0,1.800000072E-1,NaN,1.394194441E1,4.000000000E0
1.467953813E1,5.238108779E1,4.860877182E0,2.275173187E0,4.600000083E-1,2.777343750E2,1.395022145E1,4.000000000E0
1.567951548E1,5.238108116E1,4.860877013E0,2.067775726E0,3.899999857E-1,2.956640625E2,1.395135035E1,4.000000000E0
1.667949700E1,5.238108522E1,4.860883195E0,2.305812836E0,3.700000048E-1,3.382031250E2,1.395274676E1,4.000000000E0
1.767950416E1,5.238108403E1,4.860886429E0,2.305812904E0,3.700000048E-1,NaN,5.835912890E0,4.000000000E0
1.867951274E1,5.238107780E1,4.860903810E0,2.557643959E0,5.000000000E-1,NaN,5.825408265E0,4.000000000E0
1.967951059E1,5.238107726E1,4.860884765E0,3.129238199E0,2.000000030E-1,NaN,5.023980355E0,4.000000000E0
2.067952108E1,5.238107254E1,4.860911843E0,2.386623463E0,4.000000060E-1,1.311328160E2,4.717796858E0,4.114033714E0
2.167953110E1,5.238108142E1,4.860915903E0,2.604457923E0,0.000000000E0,NaN,4.723734042E0,4.376578960E0
2.267952764E1,5.238109065E1,4.860920252E0,3.352871009E0,0.000000000E0,NaN,4.663077899E0,4.752023363E0
2.367953289E1,5.238109792E1,4.860916509E0,4.205104895E0,0.000000000E0,NaN,4.748409012E0,3.863062489E0
2.467953897E1,5.238110301E1,4.860914591E0,4.671718664E0,0.000000000E0,NaN,4.748650838E0,3.970008627E0
2.567953408E1,5.238110682E1,4.860915011E0,4.632656165E0,0.000000000E0,NaN,4.748651530E0,4.029364438E0
2.667952967E1,5.238110976E1,4.860912664E0,5.093654701E0,0.000000000E0,NaN,4.748651530E0,4.029364438E0
2.767952609E1,5.238111219E1,4.860909479E0,5.360256263E0,0.000000000E0,NaN,4.748651530E0,4.029364438E0
2.867952132E1,5.238111143E1,4.860913837E0,5.768276284E0,0.000000000E0,NaN,4.748651530E0,4.029364438E0
2.967951655E1,5.238110900E1,4.860912999E0,6.861782144E0,0.000000000E0,NaN,4.748651530E0,4.029364438E0
3.067951179E1,5.238110850E1,4.860910568E0,7.672817297E0,0.000000000E0,NaN,4.748651530E0,4.029364438E0
3.167950666E1,5.238111055E1,4.860909563E0,7.808803625E0,1.500000060E-1,NaN,4.748651530E0,4.029364438E0
3.267950118E1,5.238111156E1,4.860907886E0,8.599636144E0,1.800000072E-1,NaN,4.748651530E0,4.029364438E0
3.367949581E1,5.238111131E1,4.860907970E0,8.556789465E0,0.000000000E0,NaN,4.748651530E0,4.029364438E0
3.467949033E1,5.238110892E1,4.860911742E0,8.716579505E0,0.000000000E0,NaN,4.748651530E0,4.029364438E0
3.567948520E1,5.238110653E1,4.860913837E0,9.535915443E0,0.000000000E0,NaN,4.748651530E0,4.029364438E0
3.667947888E1,5.238110582E1,4.860910065E0,9.855190346E0,0.000000000E0,NaN,4.748651530E0,4.029364438E0
3.767947328E1,5.238100305E1,4.861009507E0,1.984515675E0,1.149726029E-1,NaN,9.372760576E0,4.345544826E0
3.867946672E1,5.238099835E1,4.861005371E0,2.065470469E0,1.349493171E-1,NaN,2.278169570E1,9.764385324E0
3.967946017E1,5.238099518E1,4.861005759E0,1.873841363E0,2.628686490E-1,NaN,2.278169570E1,9.485708943E0
4.067945433E1,5.238098799E1,4.861012425E0,1.887625436E0,4.595589365E-2,NaN,1.908745914E1,8.211922511E0
4.167944801E1,5.238098099E1,4.861013813E0,2.084964879E0,2.940008581E-1,NaN,1.600642231E1,6.901561658E0
4.267944157E1,5.238097453E1,4.861004312E0,2.061253454E0,1.196196067E-1,NaN,1.587620246E1,6.724356073E0
4.367943454E1,5.238097604E1,4.860998426E0,2.099896178E0,2.146011543E-1,NaN,1.497323157E1,6.408919146E0
4.467942810E1,5.238097508E1,4.860975415E0,1.955365003E0,5.817167848E-1,2.253079146E2,1.625824760E1,6.923920539E0
4.567942047E1,5.238097448E1,4.860977610E0,1.742189517E0,4.099366950E-1,NaN,1.609634327E1,6.649674402E0
4.667941368E1,5.238098056E1,4.860979474E0,1.408140266E0,4.935871597E-1,NaN,1.620791728E1,5.515489141E0
4.767940724E1,5.238100510E1,4.860963459E0,9.704987928E-1,9.854151750E-1,3.453843397E2,1.670194644E1,4.370976538E0
