"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780664930211566E9,"2026-06-05 3:08:50.212 UTC+02:00"
"PAUSE",9.278438429173548E1,1.780665022995201E9,"2026-06-05 3:10:22.995 UTC+02:00"
