"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
6.325006485E-3,5.238115142E1,4.860510352E0,2.470423974E0,NaN,NaN,2.382811087E1,3.000000000E1
4.379701614E-2,5.238116316E1,4.860477135E0,2.470259942E0,NaN,NaN,1.483927452E2,3.001697218E1
5.163700581E-1,5.238117567E1,4.860373960E0,2.491829432E0,NaN,NaN,2.402481670E1,3.000000000E1
2.800914645E0,5.238116638E1,4.860538824E0,2.680770493E1,0.000000000E0,NaN,2.932082764E1,6.400000000E1
3.800906420E0,5.238117614E1,4.860674035E0,7.580223083E-1,0.000000000E0,NaN,2.228754268E1,4.000000000E0
4.800898194E0,5.238116340E1,4.860677393E0,1.236598969E0,0.000000000E0,NaN,1.463826710E1,4.000000000E0
5.800889254E0,5.238118980E1,4.860737903E0,1.170925140E0,0.000000000E0,NaN,1.691424703E1,4.000000000E0
6.800881386E0,5.238118513E1,4.860760769E0,1.067775726E0,0.000000000E0,NaN,1.678913359E1,4.000000000E0
7.800873637E0,5.238118403E1,4.860775202E0,1.030544281E0,0.000000000E0,NaN,1.887896882E1,4.000000000E0
8.801593900E0,5.238118836E1,4.860782861E0,1.043849945E0,0.000000000E0,NaN,2.077070624E1,4.000000000E0
9.801594615E0,5.238119260E1,4.860791225E0,1.037685394E0,0.000000000E0,NaN,2.103303917E1,4.000000000E0
1.080158460E1,5.238120697E1,4.860811649E0,1.118129730E0,0.000000000E0,NaN,2.160432304E1,4.000000000E0
1.180158532E1,5.238120907E1,4.860839174E0,1.111476898E0,0.000000000E0,NaN,1.966684962E1,4.000000000E0
1.280158496E1,5.238119594E1,4.860725128E0,1.093532562E0,0.000000000E0,NaN,1.412513538E1,4.000000000E0
1.380157435E1,5.238124056E1,4.860836673E0,1.509670258E0,0.000000000E0,NaN,1.531879197E1,4.000000000E0
1.480158114E1,5.238124539E1,4.860867332E0,1.509670326E0,0.000000000E0,NaN,1.459110271E1,4.000000000E0
1.580157888E1,5.238123638E1,4.860884219E0,1.649257728E0,0.000000000E0,NaN,1.404989524E1,4.000000000E0
1.680156851E1,5.238121684E1,4.860892026E0,2.211696694E0,0.000000000E0,NaN,1.188670933E1,4.000000000E0
1.780156875E1,5.238121290E1,4.860880747E0,2.391933511E0,0.000000000E0,NaN,1.083348693E1,4.000000000E0
1.880156815E1,5.238121466E1,4.860872336E0,2.814052650E0,0.000000000E0,NaN,1.009368372E1,4.000000000E0
1.980155706E1,5.238120298E1,4.860850480E0,2.798000404E0,0.000000000E0,NaN,8.903320685E0,4.000000000E0
2.080155694E1,5.238120633E1,4.860844878E0,2.611599037E0,0.000000000E0,NaN,9.047073185E0,4.000000000E0
2.180155933E1,5.238120555E1,4.860848012E0,3.222133704E0,0.000000000E0,NaN,7.818164665E0,4.000000000E0
2.280154836E1,5.238122254E1,4.860861702E0,4.598232338E0,0.000000000E0,NaN,7.287180227E0,4.000000000E0
2.380153632E1,5.238124395E1,4.860882070E0,4.354518957E0,0.000000000E0,NaN,7.463323163E0,4.000000000E0
2.480152392E1,5.238125183E1,4.860892547E0,4.309658119E0,0.000000000E0,NaN,7.418196916E0,4.000000000E0
2.580151224E1,5.238125401E1,4.860897157E0,4.543178625E0,0.000000000E0,NaN,7.088915994E0,4.000000000E0
2.680150115E1,5.238125368E1,4.860896906E0,4.645778722E0,0.000000000E0,NaN,7.196467183E0,4.000000000E0
2.780148947E1,5.238125351E1,4.860897157E0,4.453456946E0,0.000000000E0,NaN,7.790656104E0,4.000000000E0
2.880147827E1,5.238125229E1,4.860896235E0,4.241787025E0,0.000000000E0,NaN,8.172092342E0,4.000000000E0
2.980146694E1,5.238125108E1,4.860894810E0,3.831203529E0,0.000000000E0,NaN,8.904029441E0,4.000000000E0
3.080145657E1,5.238124814E1,4.860893805E0,4.743373940E0,0.000000000E0,NaN,7.484397601E0,4.000000000E0
3.180144620E1,5.238123913E1,4.860897828E0,4.532192298E0,0.000000000E0,NaN,8.328039217E0,4.000000000E0
