"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780830618400573E9,"2026-06-07 1:10:18.401 UTC+02:00"
"PAUSE",2.519601916661486E1,1.780830643596314E9,"2026-06-07 1:10:43.596 UTC+02:00"
