"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.781716658975816E9,"2026-06-17 7:17:38.976 UTC+02:00"
"PAUSE",4.256773333321326E1,1.781716701543611E9,"2026-06-17 7:18:21.544 UTC+02:00"
