"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.781718825575523E9,"2026-06-17 7:53:45.576 UTC+02:00"
"PAUSE",2.815311420825310E1,1.781718853728630E9,"2026-06-17 7:54:13.729 UTC+02:00"
