"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780666016385231E9,"2026-06-05 3:26:56.385 UTC+02:00"
"PAUSE",2.771432529168669E1,1.780666044099439E9,"2026-06-05 3:27:24.099 UTC+02:00"
