"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.781716820883797E9,"2026-06-17 7:20:20.884 UTC+02:00"
"PAUSE",2.369787841686048E1,1.781716844581709E9,"2026-06-17 7:20:44.582 UTC+02:00"
