"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.781717829795042E9,"2026-06-17 7:37:09.795 UTC+02:00"
"PAUSE",2.430509591661394E1,1.781717854100127E9,"2026-06-17 7:37:34.100 UTC+02:00"
