"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780662071880824E9,"2026-06-05 2:21:11.881 UTC+02:00"
"PAUSE",2.399729770829435E1,1.780662095877952E9,"2026-06-05 2:21:35.878 UTC+02:00"
