"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.781717952239263E9,"2026-06-17 7:39:12.239 UTC+02:00"
"PAUSE",4.281924879155122E1,1.781717995058502E9,"2026-06-17 7:39:55.059 UTC+02:00"
