"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.781718403631336E9,"2026-06-17 7:46:43.631 UTC+02:00"
"PAUSE",5.430700133321807E1,1.781718457938325E9,"2026-06-17 7:47:37.938 UTC+02:00"
