"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.781717109949048E9,"2026-06-17 7:25:09.949 UTC+02:00"
"PAUSE",2.134407683345489E1,1.781717131293157E9,"2026-06-17 7:25:31.293 UTC+02:00"
