"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780831607036221E9,"2026-06-07 1:26:47.036 UTC+02:00"
"PAUSE",3.236824574996717E1,1.780831639404101E9,"2026-06-07 1:27:19.404 UTC+02:00"
