"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780662952352994E9,"2026-06-05 2:35:52.353 UTC+02:00"
"PAUSE",2.597785054158885E1,1.780662978330664E9,"2026-06-05 2:36:18.331 UTC+02:00"
