"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780666817690624E9,"2026-06-05 3:40:17.691 UTC+02:00"
"PAUSE",2.853956629161257E1,1.780666846230079E9,"2026-06-05 3:40:46.230 UTC+02:00"
