"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.781718042768591E9,"2026-06-17 7:40:42.769 UTC+02:00"
"PAUSE",3.794173916662112E1,1.781718080710321E9,"2026-06-17 7:41:20.710 UTC+02:00"
