"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.781717741873189E9,"2026-06-17 7:35:41.873 UTC+02:00"
"PAUSE",4.778708695829846E1,1.781717789660264E9,"2026-06-17 7:36:29.660 UTC+02:00"
