"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.781717019764584E9,"2026-06-17 7:23:39.765 UTC+02:00"
"PAUSE",2.046199887502007E1,1.781717040226612E9,"2026-06-17 7:24:00.227 UTC+02:00"
