"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
9.605050087E-3,5.238390373E1,4.862258019E0,-1.734858408E0,NaN,NaN,6.942613209E2,3.004498506E1
3.340303898E-2,5.238410693E1,4.862034791E0,-1.734858408E0,NaN,NaN,7.076744516E2,3.004835156E1
6.938440800E-1,5.238160954E1,4.859968230E0,2.343333274E0,NaN,NaN,2.444792266E1,3.000000000E1
6.613969088E0,5.238151093E1,4.859896888E0,2.359046272E0,5.600000024E-1,NaN,2.361380400E1,3.000000000E1
1.102718604E1,5.238155005E1,4.859902536E0,2.362293301E0,5.199999809E-1,1.792968750E2,1.768195000E1,3.000000000E1
1.280361462E1,5.238161330E1,4.859911781E0,1.098049164E0,7.200000286E-1,1.237500000E2,2.572755354E1,4.000000000E0
1.380364144E1,5.238164486E1,4.859866686E0,1.112880707E0,1.830000043E0,2.893359375E2,2.499313047E1,4.000000000E0
1.480368006E1,5.238164532E1,4.859856041E0,1.384426117E0,1.340000033E0,2.777343750E2,2.515454092E1,4.000000000E0
1.580372226E1,5.238165073E1,4.859856041E0,1.324550629E0,1.340000033E0,3.280078125E2,2.484963088E1,4.000000000E0
1.680375803E1,5.238165752E1,4.859853610E0,1.378627777E0,7.900000215E-1,2.963671875E2,2.484276439E1,4.000000000E0
1.780380106E1,5.238165752E1,4.859853610E0,1.378627845E0,7.900000215E-1,NaN,2.484276439E1,4.000000000E0
1.880384469E1,5.238166204E1,4.859847911E0,1.442958899E0,6.600000262E-1,NaN,2.513733254E1,4.000000000E0
1.980387926E1,5.238166301E1,4.859835254E0,1.257656166E0,1.389999986E0,NaN,2.637151749E1,4.000000000E0
2.080394328E1,5.238165768E1,4.859818742E0,1.222194740E0,1.389999986E0,NaN,2.723698098E1,4.000000000E0
2.180396402E1,5.238161577E1,4.859881690E0,1.524257660E0,1.929999948E0,1.248046875E2,2.651205946E1,4.000000000E0
2.280399632E1,5.238160587E1,4.859904963E0,1.524258020E0,1.929999948E0,1.248047059E2,2.651205946E1,4.000000000E0
2.380403054E1,5.238160743E1,4.859897783E0,1.495388099E0,1.509999990E0,NaN,2.725343492E1,4.000000000E0
2.480406296E1,5.238159845E1,4.859901951E0,1.263515719E0,1.509999990E0,1.585546939E2,2.759431678E1,4.000000000E0
2.580407536E1,5.238162240E1,4.859875990E0,1.162502357E0,2.399999946E-1,NaN,2.748197799E1,4.000000000E0
2.680405295E1,5.238163174E1,4.859849503E0,1.015773840E0,5.099999905E-1,NaN,2.812418273E1,4.000000000E0
2.780403149E1,5.238163564E1,4.859826034E0,1.144802162E0,4.499999881E-1,NaN,2.793365967E1,4.000000000E0
2.880401099E1,5.238162952E1,4.859810611E0,1.362453530E0,7.200000286E-1,NaN,2.717167299E1,4.000000000E0
2.980399144E1,5.238162407E1,4.859804660E0,1.522670815E0,6.399999857E-1,NaN,2.579743014E1,4.000000000E0
3.080397272E1,5.238162663E1,4.859817065E0,1.816860267E0,7.200000286E-1,NaN,2.531750661E1,4.000000000E0
3.180395508E1,5.238165601E1,4.859854616E0,2.064601966E0,1.100000024E0,NaN,2.562180383E1,4.000000000E0
3.280393779E1,5.238168379E1,4.859875571E0,2.423854894E0,7.099999785E-1,NaN,2.585342458E1,4.000000000E0
3.380392182E1,5.238171227E1,4.859888081E0,3.027004351E0,7.099999785E-1,2.636719117E1,2.522331406E1,4.000000000E0
3.480390596E1,5.238173038E1,4.859890744E0,3.883327580E0,5.899999738E-1,6.679688298E0,1.424595459E1,5.965205473E0
3.580389082E1,5.238174205E1,4.859896861E0,4.510891028E0,5.899999738E-1,NaN,1.424595459E1,6.509750532E0
3.680387592E1,5.238175923E1,4.859903072E0,5.211086383E0,7.200000286E-1,3.448828103E2,1.424595459E1,7.201118124E0
