"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.781721122030101E9,"2026-06-17 8:32:02.030 UTC+02:00"
"PAUSE",3.301744920830242E1,1.781721155047254E9,"2026-06-17 8:32:35.047 UTC+02:00"
