"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780661299550916E9,"2026-06-05 2:08:19.551 UTC+02:00"
"PAUSE",2.707928783341777E1,1.780661326630058E9,"2026-06-05 2:08:46.630 UTC+02:00"
