"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780661882996361E9,"2026-06-05 2:18:02.996 UTC+02:00"
"PAUSE",3.269662870827597E1,1.780661915692698E9,"2026-06-05 2:18:35.693 UTC+02:00"
