"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.781718707101669E9,"2026-06-17 7:51:47.102 UTC+02:00"
"PAUSE",4.074404170829803E1,1.781718747845700E9,"2026-06-17 7:52:27.846 UTC+02:00"
