"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.781718514228104E9,"2026-06-17 7:48:34.228 UTC+02:00"
"PAUSE",5.344139354187064E1,1.781718567669485E9,"2026-06-17 7:49:27.669 UTC+02:00"
