"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780941029697329E9,"2026-06-08 7:50:29.697 UTC+02:00"
"PAUSE",5.789656666666269E1,1.780941087593089E9,"2026-06-08 7:51:27.593 UTC+02:00"
