"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780937388799470E9,"2026-06-08 6:49:48.799 UTC+02:00"
"PAUSE",5.481182112498209E1,1.780937443609779E9,"2026-06-08 6:50:43.610 UTC+02:00"
