"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
8.458971977E-3,5.238115746E1,4.860520050E0,-1.632232035E0,NaN,NaN,1.688218228E2,3.002148085E1
4.376101494E-2,5.238118006E1,4.860455536E0,-1.632232035E0,NaN,NaN,2.087105598E2,3.003310182E1
5.303879976E-1,5.238123280E1,4.860301283E0,2.451334683E0,NaN,NaN,2.580098243E1,3.000000000E1
1.638553500E0,5.238122313E1,4.860414057E0,7.761562347E0,0.000000000E0,NaN,2.838343051E1,4.800000000E1
3.217544675E0,5.238121576E1,4.860516005E0,6.254539490E-1,0.000000000E0,NaN,1.547803063E1,4.000000000E0
4.217535496E0,5.238121223E1,4.860568626E0,5.860252380E-1,0.000000000E0,NaN,2.068411972E1,4.000000000E0
5.217526674E0,5.238120663E1,4.860634394E0,7.049827576E-1,0.000000000E0,NaN,1.793758199E1,4.000000000E0
6.217518091E0,5.238122340E1,4.860710807E0,8.890647888E-1,7.170000076E0,6.714843750E1,1.343990712E1,4.000000000E0
7.218061924E0,5.238124305E1,4.860802692E0,6.142234802E-1,7.170000076E0,6.257812500E1,1.108876438E1,4.000000000E0
8.218064547E0,5.238124657E1,4.860822274E0,5.733299255E-1,5.730000019E0,2.784375000E2,1.118144888E1,4.000000000E0
9.218060493E0,5.238124285E1,4.860753019E0,5.370750427E-1,3.809999943E0,2.921484375E2,1.091539916E1,4.000000000E0
1.021807230E1,5.238125177E1,4.860700077E0,5.134544373E-1,1.970000029E0,3.002343750E2,1.079340466E1,4.000000000E0
1.121807623E1,5.238124375E1,4.860716705E0,4.391136169E-1,1.970000029E0,3.076171875E2,1.121157912E1,4.000000000E0
1.221806991E1,5.238127092E1,4.860665833E0,6.925926208E-1,1.720000029E0,2.988281250E2,1.129263495E1,4.000000000E0
1.321807849E1,5.238125474E1,4.860677344E0,9.707908630E-1,8.500000238E-1,3.058593750E2,1.142385879E1,4.000000000E0
1.421808803E1,5.238123876E1,4.860656018E0,9.707909878E-1,8.500000238E-1,3.058593670E2,8.599932187E0,4.000000000E0
1.521808589E1,5.238122761E1,4.860670445E0,1.487758757E0,8.100000024E-1,3.315234330E2,6.093499873E0,4.000000000E0
1.621809447E1,5.238124160E1,4.860658179E0,1.711269498E0,8.100000024E-1,1.406250231E0,5.999145710E0,4.000000000E0
1.721809781E1,5.238123556E1,4.860663930E0,1.781643016E0,6.600000262E-1,5.800781901E1,5.356123161E0,4.000000000E0
1.821809208E1,5.238123160E1,4.860647436E0,2.518032142E0,1.500000060E-1,NaN,4.724225046E0,4.000000000E0
1.921809721E1,5.238122571E1,4.860626396E0,3.873256772E0,5.199999809E-1,2.647265565E2,4.676299629E0,4.178278411E0
2.021810246E1,5.238121685E1,4.860610860E0,4.498561985E0,8.500000238E-1,2.232421807E2,4.688750582E0,4.367019014E0
