"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780939113186279E9,"2026-06-08 7:18:33.186 UTC+02:00"
"PAUSE",3.229245162499137E1,1.780939145478156E9,"2026-06-08 7:19:05.478 UTC+02:00"
