"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.781718247471433E9,"2026-06-17 7:44:07.471 UTC+02:00"
"PAUSE",3.637775674997829E1,1.781718283849178E9,"2026-06-17 7:44:43.849 UTC+02:00"
