"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.781716322818678E9,"2026-06-17 7:12:02.819 UTC+02:00"
"PAUSE",1.541867270832881E1,1.781716338237372E9,"2026-06-17 7:12:18.237 UTC+02:00"
