"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.781721029011686E9,"2026-06-17 8:30:29.012 UTC+02:00"
"PAUSE",1.124534066673368E1,1.781721040256915E9,"2026-06-17 8:30:40.257 UTC+02:00"
