"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.781717263969284E9,"2026-06-17 7:27:43.969 UTC+02:00"
"PAUSE",4.550823833327740E1,1.781717309476775E9,"2026-06-17 7:28:29.477 UTC+02:00"
