"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780665074459503E9,"2026-06-05 3:11:14.460 UTC+02:00"
"PAUSE",6.114666700002272E1,1.780665135605850E9,"2026-06-05 3:12:15.606 UTC+02:00"
