"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780833918889905E9,"2026-06-07 2:05:18.890 UTC+02:00"
"PAUSE",4.306806195829995E1,1.780833961957496E9,"2026-06-07 2:06:01.957 UTC+02:00"
