Difficulty,Mean Duration,Max Duration,Mean Acceleration Mag.,Max Acceleration Mag.,Mean Gyroscope Mag.,Max Gyroscope Mag.,Mean Linear Accel. Mag.,Max Linear Accel. Mag.
Easy,27.20893654776711,46.728276744940004,10.587453458903925,113.48159783155809,1.4278606871195019,22.99346875234937,3.497494269062457,100.52525318965307
Medium,43.021948407727216,92.769240754977,10.661301392603104,141.27821051778395,1.3102619523064982,24.013184789796693,3.5654540919733053,134.08791568610695
Hard,44.66774125444098,114.068140683231,10.639779166527578,140.7962499359194,1.2444459191607213,26.038244649470485,3.4442809648333204,130.64423864680668
