difficulty,feature,dataset_mean,dataset_std,dataset_min,dataset_max
2,acc_mag_std,3.8207748128179673,0.919423577979301,2.755391262941698,6.288023453926488
2,acc_mag_min,1.2327981017152225,0.6884045104823371,0.18789035313267793,3.560683674222349
2,acc_mag_max,74.55790174339643,28.630513617975875,37.195925543862195,141.27821051778395
2,lin_acc_mag_mean,3.5654540919733053,0.5121961257826273,2.721311501126451,4.495172372881037
2,lin_acc_mag_std,4.237766587479926,1.01998099596743,2.9074423279209434,6.848150756713863
2,lin_acc_mag_min,0.07622914800116488,0.028969210046004334,0.02469235677659358,0.1308931699333626
2,lin_acc_mag_max,67.65794209523051,28.460362122284835,30.34755530998864,134.08791568610695
2,gyro_mag_mean,1.3102619523064982,0.15044832695605068,0.9790904615707016,1.5848302814052702
2,gyro_mag_std,1.4554643521651647,0.20529952651262304,1.0820986573722846,1.7834882477124347
2,gyro_mag_min,0.02393213370959679,0.009975254604003959,0.009119268199293708,0.04321096044066777
2,gyro_mag_max,14.781615695641598,4.022417646402801,8.564720643198898,24.013184789796693
2,yaw_mean,-11.933351371527237,48.4103778397794,-104.36913047651623,98.37157617565218
2,yaw_std,89.73415086020823,26.656895594970774,42.59083210739115,133.1865822850102
2,yaw_min,-176.883496044,9.493897180377797,-179.9990729,-132.3185029
2,yaw_max,176.47471497200002,12.630641408167671,116.5465497,179.9926052
2,pitch_mean,-40.98161523800321,10.753743589102873,-57.83093173934516,-13.267229371650304
2,pitch_std,19.052323945093082,4.196031331447333,10.697133305716605,26.860974592859517
2,pitch_min,-83.3069109008,9.919601404283368,-89.61928928,-51.25588488
2,pitch_max,11.286352691,8.840301754722363,-6.289503195,32.22701352
2,roll_mean,-1.7351368312879583,62.02894967116694,-121.1104818039082,93.01610412194542
2,roll_std,90.94170850530256,36.73312536609615,21.314567168021213,143.2584659303216
2,roll_min,-176.043187448,13.125806794263129,-179.9997816,-120.9562261
2,roll_max,163.79176779320002,45.50348405157325,12.91173858,179.9986376
2,yaw_range,353.358211016,22.017053799850306,248.8650526,359.9900943
2,pitch_range,94.59326359179998,16.02074658659377,51.833618525,120.34480733
2,roll_range,339.8349552412,57.71630747731273,133.86796468,359.9966364
3,duration_seconds,44.66774125444098,21.2488197102055,11.234559871658,114.068140683231
3,acc_mag_mean,10.639779166527578,0.29170694911326384,10.070821971792556,11.213206820682666
3,acc_mag_std,3.8862679033719285,0.8723771694745566,1.904021911321698,6.041130410308002
3,acc_mag_min,1.1326626499902561,0.607387976568731,0.31368588445957296,2.4982322531749865
3,acc_mag_max,79.33111813345357,26.339556652607033,34.202085592768476,140.7962499359194
3,lin_acc_mag_mean,3.4442809648333204,0.764592879124147,1.7186541793469923,4.540147654036992
3,lin_acc_mag_std,4.280010193156546,0.9910156217666893,2.139580689859783,6.761169276518767
3,lin_acc_mag_min,0.08362073797410047,0.03571549860411027,0.03193885195482652,0.18695696493121264
3,lin_acc_mag_max,72.47048380610075,27.342410774237283,31.921233744021706,130.64423864680668
3,gyro_mag_mean,1.2444459191607213,0.23472158857611924,0.6179580339703046,1.672792573831152
3,gyro_mag_std,1.4630266059683912,0.25323973897393115,0.8384258114221383,2.0473203993615257
3,gyro_mag_min,0.027077887624537486,0.016038401541271695,0.006458248794516183,0.08212310142050676
3,gyro_mag_max,16.268420459966343,4.420150580388619,7.976408231048569,26.038244649470485
3,yaw_mean,22.015955107957435,39.739980984082635,-51.74629179573197,83.03128285238205
3,yaw_std,80.10620453788673,32.385686812337404,20.792535436922485,142.4139235820186
3,yaw_min,-164.944186155625,37.326212043774746,-179.9985511,-16.96423573
3,yaw_max,172.84547184375,15.20318290040279,123.5289215,179.9993419
3,pitch_mean,-44.06030775743776,10.652384872981143,-62.09450086813106,-8.921156435034616
3,pitch_std,22.72596803572022,4.07193132956074,14.0278184080843,31.255558504108752
3,pitch_min,-86.299445985,4.582108221385789,-89.75636355,-71.58663823
3,pitch_max,19.750976466940624,20.615583557824756,-14.49816934,60.89903761
3,roll_mean,6.429935732679674,61.26460435481234,-108.65540312436954,102.7631952127094
3,roll_std,85.52817429984506,27.612285801908584,28.79520123888806,138.4736500991916
3,roll_min,-171.638558393125,29.487512249783418,-179.9946273,-27.63407038
3,roll_max,173.487917653125,20.575502571942675,83.2465882,179.9995303
3,yaw_range,337.789657999375,51.47985448409532,140.49315723,359.9950611
3,pitch_range,106.05042245194062,20.886039897615024,70.79049083999999,148.80149574
3,roll_range,345.12647604625,46.09251483195632,168.22553747999999,359.98585049999997
