"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780661738803520E9,"2026-06-05 2:15:38.804 UTC+02:00"
"PAUSE",1.632112224993762E1,1.780661755124490E9,"2026-06-05 2:15:55.124 UTC+02:00"
