"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
1.169109344E-2,5.238160954E1,4.859968230E0,-1.666591540E0,NaN,NaN,2.444792266E1,3.004849745E1
4.511702061E-2,5.238160954E1,4.859968230E0,-1.666591540E0,NaN,NaN,2.444792266E1,3.006682308E1
8.255190849E-1,5.238118271E1,4.860409259E0,2.479794861E0,NaN,NaN,2.392310972E1,3.000000000E1
1.875455499E0,5.238114977E1,4.860452871E0,1.090297699E0,0.000000000E0,NaN,2.629275114E1,1.920000000E2
3.447442412E0,5.238116435E1,4.860432990E0,1.674068832E1,0.000000000E0,NaN,2.240745338E1,1.280000000E2
4.447431445E0,5.238114458E1,4.860449132E0,1.198293686E1,0.000000000E0,NaN,2.583682549E1,9.600000000E1
5.447418809E0,5.238105939E1,4.860540408E0,3.438987732E-1,0.000000000E0,NaN,2.225655527E1,4.000000000E0
6.447407246E0,5.238104547E1,4.860577125E0,2.822532654E-1,0.000000000E0,NaN,2.592296844E1,4.000000000E0
7.448815346E0,5.238099683E1,4.860622185E0,5.573997498E-1,0.000000000E0,NaN,1.204810848E1,4.000000000E0
8.448829532E0,5.238094310E1,4.860670405E0,1.211940765E0,0.000000000E0,NaN,1.257528110E1,4.000000000E0
9.448828101E0,5.238093150E1,4.860685411E0,1.805080414E0,0.000000000E0,NaN,1.267917351E1,4.000000000E0
1.044884014E1,5.238094309E1,4.860708113E0,2.715724945E0,0.000000000E0,NaN,1.385730631E1,4.000000000E0
1.144885373E1,5.238094448E1,4.860706955E0,3.443813324E0,0.000000000E0,NaN,1.398454365E1,4.000000000E0
1.244885111E1,5.238093558E1,4.860725458E0,3.581081390E0,0.000000000E0,NaN,1.379932539E1,4.000000000E0
1.344886351E1,5.238093559E1,4.860726156E0,3.367153168E0,0.000000000E0,NaN,1.397826434E1,4.000000000E0
1.444887412E1,5.238093558E1,4.860726531E0,3.367153237E0,0.000000000E0,NaN,9.248968705E0,4.000000000E0
1.544887149E1,5.238093687E1,4.860714488E0,3.989894935E0,0.000000000E0,NaN,9.465123397E0,4.000000000E0
1.644888210E1,5.238093722E1,4.860714611E0,4.100856848E0,0.000000000E0,NaN,1.020145528E1,4.000000000E0
1.744889200E1,5.238093788E1,4.860700916E0,4.514858314E0,0.000000000E0,NaN,1.048089361E1,4.000000000E0
1.844888628E1,5.238094155E1,4.860689070E0,4.975978919E0,0.000000000E0,NaN,1.080823901E1,4.000000000E0
1.944889379E1,5.238096861E1,4.860652357E0,5.412441323E0,0.000000000E0,NaN,9.179611838E0,4.000000000E0
2.044890654E1,5.238095243E1,4.860675235E0,5.943935462E0,0.000000000E0,NaN,1.023658009E1,4.000000000E0
2.144890594E1,5.238094855E1,4.860678014E0,6.417141031E0,0.000000000E0,NaN,1.021066438E1,4.000000000E0
2.244890440E1,5.238094774E1,4.860683754E0,6.531032629E0,0.000000000E0,NaN,1.036413338E1,4.000000000E0
2.344890273E1,5.238094828E1,4.860688113E0,6.565029213E0,0.000000000E0,NaN,1.005582393E1,4.000000000E0
2.444889915E1,5.238095260E1,4.860687861E0,6.878261633E0,0.000000000E0,NaN,1.024572250E1,4.000000000E0
2.544889581E1,5.238095260E1,4.860686772E0,7.191982337E0,0.000000000E0,NaN,1.048701752E1,4.000000000E0
2.644889259E1,5.238095264E1,4.860686772E0,7.528041909E0,0.000000000E0,NaN,1.050602035E1,4.000000000E0
