"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780833095655426E9,"2026-06-07 1:51:35.655 UTC+02:00"
"PAUSE",2.344717791664880E1,1.780833119102347E9,"2026-06-07 1:51:59.102 UTC+02:00"
