"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780664536414175E9,"2026-06-05 3:02:16.414 UTC+02:00"
"PAUSE",4.632265808328520E1,1.780664582735893E9,"2026-06-05 3:03:02.736 UTC+02:00"
