"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780664769663459E9,"2026-06-05 3:06:09.663 UTC+02:00"
"PAUSE",5.098098375007976E1,1.780664820643993E9,"2026-06-05 3:07:00.644 UTC+02:00"
