"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.781716911051005E9,"2026-06-17 7:21:51.051 UTC+02:00"
"PAUSE",2.640650070831180E1,1.781716937457544E9,"2026-06-17 7:22:17.458 UTC+02:00"
