feature,dataset_mean,dataset_std,dataset_min,dataset_max
duration_seconds,4.087441743333333,2.0073083523702984,1.5033882500000004,11.414967299999986
acc_mag_mean,11.276155429839147,0.9453362110460132,9.067096452321122,13.72430093970529
acc_mag_std,6.543699624381872,2.867123708272647,0.9194594414691213,13.284025761069305
acc_mag_min,2.5516165535887545,1.6777166821195968,0.4509193515546252,7.864317854032514
acc_mag_max,58.221715556516365,28.60366864788992,12.846142307762326,128.1935108506566
lin_acc_mag_mean,4.853519182739171,1.6998923837249817,1.3559429021641314,8.777575317698052
lin_acc_mag_std,6.6016570866391,2.885297568416308,1.0203173814955369,13.108989737115536
lin_acc_mag_min,0.1455849848717531,0.08201113188217324,0.02469235677659358,0.3365799833355524
lin_acc_mag_max,50.24374835633372,28.67948506254444,6.523963403524149,119.99987235357466
gyro_mag_mean,1.8960596202954814,0.5945336070465214,0.5471580832083561,3.4327510043463474
gyro_mag_std,2.024201571143342,0.6487869305977586,0.4442135772145898,3.8593929195022842
gyro_mag_min,0.07308521228368987,0.06286010173735512,0.010331008597767137,0.27406696607884096
gyro_mag_max,11.52818298987218,4.827388824975116,3.1715049763503864,22.99346875234937
gravity_mag_mean,9.810000119965048,4.293312466837929e-08,9.809999985451661,9.810000202522952
gravity_mag_std,6.592881339345209e-07,1.2435654376391322e-07,3.601050393234164e-07,9.20534747556859e-07
gravity_mag_min,9.809998224065943,5.384459647157067e-07,9.809996588549865,9.809999211676562
gravity_mag_max,9.81000207423822,5.435183158775716e-07,9.810001003381409,9.810003387414467
yaw_mean,47.526144509125835,33.5867554115041,-27.338762964845866,94.89795160787524
yaw_std,47.89043279089675,32.871538384354295,1.4144426349612889,109.43045904530898
yaw_min,-60.43728104385185,96.58340013302875,-179.833158,84.00502804
yaw_max,125.22153666796295,39.19878699666837,56.26406963,179.9092623
pitch_mean,-22.0320715324735,12.586489335376783,-48.76490141709876,6.21151949093387
pitch_std,16.61317241730024,7.600633332849793,1.7035546356153877,34.79723187885072
pitch_min,-59.993924340333315,24.24842878981521,-89.38314772,-8.982229458
pitch_max,7.920690158801852,17.403383121516494,-22.6349455,60.89903761
roll_mean,-8.124740641202381,66.62240938715848,-146.7844253070988,140.8634893647549
roll_std,65.91259013710885,43.15393552331564,2.0496013755325597,150.2597777520576
roll_min,-113.97265512653703,80.43219890158066,-179.9857037,120.3730636
roll_max,111.79202244770367,83.667556657069,-116.549947,179.9777517
yaw_range,185.65881771181483,126.16382634324682,5.337257579999992,358.97856579999996
pitch_range,67.9146144991352,28.930378660892938,6.6214955899999985,131.59639595
roll_range,225.76467757424078,126.97991705729932,9.595484877,359.8755417
