feature,dataset_mean,dataset_std,dataset_min,dataset_max
duration_seconds,2.1115576899999997,1.0041497902352792,0.7717400000000012,5.712501499999988
acc_mag_mean,10.593774846541933,1.1612254007023861,8.706732121832589,14.760494385483295
acc_mag_std,3.772725736420885,3.7092667447616274,0.2620354812477123,13.214775890522802
acc_mag_min,5.233678612445142,2.575517148292581,0.6502809684216749,9.176851600383209
acc_mag_max,32.867010596896,29.68711914103866,10.476919228447187,128.1935108506566
lin_acc_mag_mean,3.0694358142153875,2.2119735505183082,0.4169787011381549,8.096530539838282
lin_acc_mag_std,3.6933352624197178,3.6223200725011333,0.3074037919036428,13.513442412020762
lin_acc_mag_min,0.1608229948112411,0.09237434049792595,0.02469235677659358,0.3365799833355524
lin_acc_mag_max,24.979112376471967,29.53646162078724,1.6160949898041574,119.99987235357466
gyro_mag_mean,1.2592583495996292,0.7737126875445998,0.13719711774408808,3.0195551327345505
gyro_mag_std,1.2732650027723509,0.9045266985616692,0.0736656648758163,3.1008080240390794
gyro_mag_min,0.07962218934758294,0.06429630804301836,0.010331008597767137,0.27406696607884096
gyro_mag_max,6.464846860388327,4.9839296008368885,0.3296341877648386,16.986989161023537
gravity_mag_mean,9.810000110921942,6.511429126932108e-08,9.809999996445796,9.810000314220186
gravity_mag_std,5.83634848824115e-07,1.3621371078606906e-07,2.8458384864602844e-07,9.788611268071818e-07
gravity_mag_min,9.809998667037146,3.9121286133894015e-07,9.809997327697902,9.809999314677913
gravity_mag_max,9.81000163641773,4.457757978032357e-07,9.810000843611082,9.810002689155361
yaw_mean,69.06964793790064,15.393173028545972,24.760343074037742,94.60895728629345
yaw_std,13.740801257390627,16.52890096492213,1.0170736885910323,82.301277161369
yaw_min,36.51356734555556,57.05189455962187,-177.2034806,91.57065635
yaw_max,92.06122561148149,24.2483217526065,56.26406963,172.4511745
pitch_mean,-16.70427585648273,10.062516573435333,-46.91899810482558,2.1326280319175774
pitch_std,8.735166571569573,6.587690514179588,0.4065069419356041,32.18540718703405
pitch_min,-34.55257030607407,20.44555363487944,-89.38314772,-7.29546132
pitch_max,-1.5064882271466666,15.309799328035094,-38.30032085,42.21324823
roll_mean,-8.61713434872638,92.16586892054386,-159.8945393135294,162.60703456682242
roll_std,32.8445930321746,40.04480589680438,0.7200277313081327,147.57528184675124
roll_min,-61.58133876678504,100.2973928672685,-179.9298838,151.1684068
roll_max,56.156864617703704,113.19138937724931,-154.2068367,179.9777517
yaw_range,55.547658265925925,71.05971549669944,3.363859650000009,349.6546551
pitch_range,33.04608207892741,26.841112692177013,2.0805771199999974,131.59639595
roll_range,117.73820338448878,136.1823486287438,2.8600131999999974,359.8755417
