feature,dataset_mean,dataset_std,dataset_min,dataset_max
duration_seconds,1.216043280185185,0.5080256989399748,0.5812810000000006,3.0566901999999914
acc_mag_mean,9.972944875990676,0.7036633946985109,9.070635425183445,13.792423183164013
acc_mag_std,1.45388281872491,2.1293491413337993,0.20191918161756287,10.580750426572672
acc_mag_min,7.119276848882218,1.9791119678577531,1.7747109180291751,9.46424663942586
acc_mag_max,16.742141343941054,15.98010037361844,10.320347903419377,98.38100169712858
lin_acc_mag_mean,1.5374938370816575,1.327010678165869,0.3353234208135613,7.035970271208758
lin_acc_mag_std,1.3943901912664378,2.0034031816336553,0.1774029013560708,10.471697128907206
lin_acc_mag_min,0.16860250712890734,0.09516314736693125,0.02469235677659358,0.3889946970571911
lin_acc_mag_max,8.467121794132428,15.516599927075834,0.8685199317382447,82.4697982860353
gyro_mag_mean,0.6926964901565295,0.5362551915145541,0.1038149332827363,2.9937060180593704
gyro_mag_std,0.5952261516685001,0.6281285516943522,0.04659005433515679,3.2363668670378742
gyro_mag_min,0.08377397698539223,0.06452967859165451,0.010331008597767137,0.27406696607884096
gyro_mag_max,2.7782221552461204,3.097225596846384,0.21506104272286222,16.856044831657034
gravity_mag_mean,9.810000122894694,8.71050531399603e-08,9.809999980735542,9.810000353405298
gravity_mag_std,5.556083521028083e-07,1.5088085590803715e-07,2.529575988569596e-07,1.1121421427321254e-06
gravity_mag_min,9.809998819068971,3.17799462745869e-07,9.809997916270309,9.80999948351717
gravity_mag_max,9.810001414286909,4.2812569445853685e-07,9.810000736346296,9.810002689155361
yaw_mean,70.6208490833339,13.775028050922327,36.91103378905263,108.42720643966942
yaw_std,3.847122628946104,5.378014244286571,0.21701558906974086,30.48432644595464
yaw_min,63.32474229479629,18.568711004370325,-3.588408731,105.239765
yaw_max,77.0018099574074,15.2985725225433,43.20926391,115.5817843
pitch_mean,-14.567739717990232,9.691374884221023,-43.53940319036036,6.420072871661038
pitch_std,3.8603821466465895,3.8900029839689365,0.32074028211514405,23.129043660164356
pitch_min,-21.7283824075037,13.715963061361718,-67.95676636,0.7939674068
pitch_max,-7.487487892994444,11.583999374672079,-38.30032085,14.3736386
roll_mean,-9.741275371340675,103.2713509444932,-167.78210424113925,173.8205135676692
roll_std,11.615460290850137,22.748661104061224,0.38701518239010474,121.78151072315545
roll_min,-27.135988212424078,104.53397664671715,-179.8889312,160.0008216
roll_max,11.82727596714815,108.46810393470739,-159.6618644,179.8235803
yaw_range,13.67706766261111,19.86253005059059,0.7883750200000037,109.335286231
pitch_range,14.24089451450926,14.381020311011358,0.9536959399999994,79.83061387000001
roll_range,38.963264179572235,73.15921766019774,1.4204598999999973,359.7125115
