classifier	selector	avg_performance_v	outer_scores_per_repeat	best_parameters
KNN	Variance Threshold	0.541	[{'fit_time': [0.6772286891937256, 0.6908299922943115, 0.6833791732788086], 'score_time': [0.003390073776245117, 0.0038535594940185547, 0.0034728050231933594], 'test_accuracy': [0.5555555555555556, 0.5, 0.5555555555555556], 'test_precision_macro': [0.5555555555555555, 0.3611111111111111, 0.5555555555555555], 'test_recall_macro': [0.5833333333333334, 0.42857142857142855, 0.5793650793650794], 'test_f1_macro': [0.5589743589743589, 0.3805668016194332, 0.5437525437525438]}, {'fit_time': [0.6758427619934082, 0.680199384689331, 0.6855432987213135], 'score_time': [0.003274202346801758, 0.003356456756591797, 0.00341796875], 'test_accuracy': [0.7222222222222222, 0.5555555555555556, 0.6111111111111112], 'test_precision_macro': [0.7190476190476192, 0.5666666666666668, 0.5952380952380952], 'test_recall_macro': [0.7261904761904763, 0.5833333333333334, 0.626984126984127], 'test_f1_macro': [0.707936507936508, 0.5666666666666665, 0.6063492063492064]}, {'fit_time': [0.6699309349060059, 0.6675980091094971, 0.6817793846130371], 'score_time': [0.003432750701904297, 0.0033228397369384766, 0.003239154815673828], 'test_accuracy': [0.8333333333333334, 0.6666666666666666, 0.3888888888888889], 'test_precision_macro': [0.8194444444444445, 0.6666666666666666, 0.4666666666666666], 'test_recall_macro': [0.8214285714285715, 0.6785714285714285, 0.3273809523809524], 'test_f1_macro': [0.8175213675213676, 0.6484848484848484, 0.2558922558922559]}, {'fit_time': [0.6793434619903564, 0.6823322772979736, 0.6874973773956299], 'score_time': [0.003381490707397461, 0.003408670425415039, 0.0034732818603515625], 'test_accuracy': [0.6666666666666666, 0.4444444444444444, 0.3888888888888889], 'test_precision_macro': [0.7454545454545455, 0.4583333333333333, 0.3888888888888889], 'test_recall_macro': [0.6785714285714285, 0.4523809523809524, 0.3670634920634921], 'test_f1_macro': [0.6296296296296295, 0.4538461538461538, 0.3606060606060606]}, {'fit_time': [0.6730141639709473, 0.6871845722198486, 0.6726686954498291], 'score_time': [0.0033724308013916016, 0.0034835338592529297, 0.003400087356567383], 'test_accuracy': [0.3333333333333333, 0.6111111111111112, 0.4444444444444444], 'test_precision_macro': [0.34722222222222215, 0.6126984126984126, 0.4583333333333333], 'test_recall_macro': [0.32142857142857145, 0.6666666666666666, 0.49007936507936506], 'test_f1_macro': [0.3212121212121212, 0.6238095238095238, 0.4583333333333333]}, {'fit_time': [0.6857943534851074, 0.6820032596588135, 0.6794703006744385], 'score_time': [0.0034270286560058594, 0.003482818603515625, 0.0033638477325439453], 'test_accuracy': [0.6111111111111112, 0.3888888888888889, 0.5], 'test_precision_macro': [0.5793650793650793, 0.4166666666666667, 0.5222222222222223], 'test_recall_macro': [0.5595238095238095, 0.44047619047619047, 0.5436507936507936], 'test_f1_macro': [0.5515873015873015, 0.37407407407407406, 0.48395721925133683]}, {'fit_time': [0.6800985336303711, 0.6844148635864258, 0.6766233444213867], 'score_time': [0.0033864974975585938, 0.0033669471740722656, 0.003268003463745117], 'test_accuracy': [0.6111111111111112, 0.5, 0.3888888888888889], 'test_precision_macro': [0.5936507936507937, 0.4904761904761905, 0.40277777777777773], 'test_recall_macro': [0.5952380952380952, 0.5357142857142857, 0.4484126984126984], 'test_f1_macro': [0.5913715913715913, 0.5015873015873015, 0.4190476190476191]}, {'fit_time': [0.6858551502227783, 0.6645851135253906, 0.6732058525085449], 'score_time': [0.003464937210083008, 0.003705263137817383, 0.003371000289916992], 'test_accuracy': [0.4444444444444444, 0.4444444444444444, 0.4444444444444444], 'test_precision_macro': [0.4539682539682539, 0.3, 0.42063492063492064], 'test_recall_macro': [0.48809523809523814, 0.38095238095238093, 0.3511904761904762], 'test_f1_macro': [0.4676434676434676, 0.33464052287581697, 0.38095238095238093]}, {'fit_time': [0.689150333404541, 0.688239336013794, 0.6843185424804688], 'score_time': [0.0033142566680908203, 0.0034151077270507812, 0.0034034252166748047], 'test_accuracy': [0.7222222222222222, 0.6666666666666666, 0.5555555555555556], 'test_precision_macro': [0.7166666666666668, 0.6722222222222222, 0.5555555555555555], 'test_recall_macro': [0.7261904761904763, 0.6785714285714285, 0.5158730158730159], 'test_f1_macro': [0.7111111111111109, 0.6666666666666666, 0.5198879551820729]}, {'fit_time': [0.6732172966003418, 0.6851637363433838, 0.691394567489624], 'score_time': [0.0033233165740966797, 0.0034797191619873047, 0.003332376480102539], 'test_accuracy': [0.7777777777777778, 0.5, 0.3888888888888889], 'test_precision_macro': [0.8148148148148149, 0.5555555555555555, 0.3333333333333333], 'test_recall_macro': [0.8095238095238094, 0.5, 0.31547619047619047], 'test_f1_macro': [0.7583333333333334, 0.5140056022408964, 0.32380952380952377]}]	{'classifier__n_neighbors': 1, 'classifier__weights': 'uniform', 'feature_selector__threshold': 0.1}
Logistic Regression	Variance Threshold	0.480	[{'fit_time': [0.6010305881500244, 0.6130456924438477, 0.6062750816345215], 'score_time': [0.003202676773071289, 0.003217935562133789, 0.00396418571472168], 'test_accuracy': [0.5555555555555556, 0.4444444444444444, 0.5555555555555556], 'test_precision_macro': [0.5833333333333334, 0.5767195767195766, 0.36111111111111116], 'test_recall_macro': [0.5833333333333334, 0.4523809523809524, 0.43452380952380953], 'test_f1_macro': [0.5816239316239317, 0.48412698412698413, 0.3871794871794872]}, {'fit_time': [0.6093935966491699, 0.6105387210845947, 0.6055970191955566], 'score_time': [0.003312349319458008, 0.0034532546997070312, 0.0034532546997070312], 'test_accuracy': [0.6111111111111112, 0.5555555555555556, 0.5], 'test_precision_macro': [0.7238095238095239, 0.557142857142857, 0.6571428571428571], 'test_recall_macro': [0.5595238095238095, 0.6190476190476191, 0.4682539682539682], 'test_f1_macro': [0.5591036414565826, 0.5629370629370629, 0.5013071895424837]}, {'fit_time': [0.6031415462493896, 0.6003186702728271, 0.5913269519805908], 'score_time': [0.0032088756561279297, 0.003206968307495117, 0.0029807090759277344], 'test_accuracy': [0.5555555555555556, 0.7777777777777778, 0.3333333333333333], 'test_precision_macro': [0.5333333333333333, 0.7738095238095238, 0.375], 'test_recall_macro': [0.511904761904762, 0.7738095238095238, 0.33134920634920634], 'test_f1_macro': [0.5002513826043237, 0.7738095238095238, 0.34722222222222227]}, {'fit_time': [0.6185743808746338, 0.6210920810699463, 0.6160364151000977], 'score_time': [0.0032711029052734375, 0.0032770633697509766, 0.003329038619995117], 'test_accuracy': [0.5, 0.5555555555555556, 0.3333333333333333], 'test_precision_macro': [0.5, 0.5099206349206349, 0.3126984126984127], 'test_recall_macro': [0.5, 0.5119047619047619, 0.3253968253968254], 'test_f1_macro': [0.49829059829059824, 0.5079365079365079, 0.3074074074074074]}, {'fit_time': [0.5840234756469727, 0.5948262214660645, 0.5956425666809082], 'score_time': [0.0033903121948242188, 0.0030002593994140625, 0.003137350082397461], 'test_accuracy': [0.3333333333333333, 0.6111111111111112, 0.5], 'test_precision_macro': [0.23589743589743592, 0.7268518518518517, 0.5357142857142857], 'test_recall_macro': [0.2857142857142857, 0.5595238095238095, 0.6011904761904762], 'test_f1_macro': [0.24444444444444446, 0.563888888888889, 0.5619047619047618]}, {'fit_time': [0.6043124198913574, 0.6097583770751953, 0.584813117980957], 'score_time': [0.0031952857971191406, 0.003948688507080078, 0.002994537353515625], 'test_accuracy': [0.6666666666666666, 0.3333333333333333, 0.4444444444444444], 'test_precision_macro': [0.746031746031746, 0.19487179487179487, 0.47222222222222215], 'test_recall_macro': [0.6428571428571428, 0.28571428571428575, 0.43253968253968256], 'test_f1_macro': [0.6626984126984127, 0.2222222222222222, 0.40776182881446044]}, {'fit_time': [0.6088240146636963, 0.6112124919891357, 0.5917892456054688], 'score_time': [0.00328826904296875, 0.0032873153686523438, 0.003461122512817383], 'test_accuracy': [0.5, 0.2777777777777778, 0.3888888888888889], 'test_precision_macro': [0.5052910052910052, 0.23232323232323235, 0.26666666666666666], 'test_recall_macro': [0.46428571428571425, 0.2738095238095238, 0.30952380952380953], 'test_f1_macro': [0.4682539682539682, 0.2433862433862434, 0.28431372549019607]}, {'fit_time': [0.599841833114624, 0.6051850318908691, 0.5891907215118408], 'score_time': [0.003296375274658203, 0.0032644271850585938, 0.003017902374267578], 'test_accuracy': [0.7222222222222222, 0.2222222222222222, 0.4444444444444444], 'test_precision_macro': [0.7936507936507936, 0.17857142857142858, 0.4583333333333333], 'test_recall_macro': [0.6904761904761906, 0.19047619047619047, 0.42063492063492064], 'test_f1_macro': [0.7103174603174603, 0.18412698412698414, 0.43333333333333335]}, {'fit_time': [0.6026973724365234, 0.5915994644165039, 0.5921945571899414], 'score_time': [0.0032074451446533203, 0.0034017562866210938, 0.003513336181640625], 'test_accuracy': [0.5, 0.4444444444444444, 0.6666666666666666], 'test_precision_macro': [0.5095238095238095, 0.3055555555555556, 0.45021645021645024], 'test_recall_macro': [0.5357142857142857, 0.38095238095238093, 0.5297619047619048], 'test_f1_macro': [0.5023310023310023, 0.3292847503373819, 0.48370927318295737]}, {'fit_time': [0.5938999652862549, 0.6069982051849365, 0.6020565032958984], 'score_time': [0.003076314926147461, 0.0032367706298828125, 0.003836393356323242], 'test_accuracy': [0.2777777777777778, 0.4444444444444444, 0.3333333333333333], 'test_precision_macro': [0.3242424242424242, 0.4083333333333334, 0.2222222222222222], 'test_recall_macro': [0.2738095238095238, 0.4166666666666667, 0.2619047619047619], 'test_f1_macro': [0.27777777777777773, 0.40740740740740744, 0.23589743589743586]}]	{'classifier__C': 0.1, 'feature_selector__threshold': 0.05}
SVM	Variance Threshold	0.517	[{'fit_time': [0.9195816516876221, 0.9230377674102783, 0.9386932849884033], 'score_time': [0.0031480789184570312, 0.003862619400024414, 0.0032701492309570312], 'test_accuracy': [0.5555555555555556, 0.3888888888888889, 0.5], 'test_precision_macro': [0.5833333333333334, 0.25833333333333336, 0.611111111111111], 'test_recall_macro': [0.5833333333333334, 0.3333333333333333, 0.5257936507936508], 'test_f1_macro': [0.5816239316239316, 0.2901960784313726, 0.5544159544159545]}, {'fit_time': [0.9256978034973145, 0.9404392242431641, 0.9704310894012451], 'score_time': [0.0031948089599609375, 0.0032296180725097656, 0.003341197967529297], 'test_accuracy': [0.6111111111111112, 0.3888888888888889, 0.5555555555555556], 'test_precision_macro': [0.621031746031746, 0.37896825396825395, 0.5793650793650794], 'test_recall_macro': [0.5952380952380952, 0.36904761904761907, 0.5793650793650794], 'test_f1_macro': [0.6031746031746031, 0.37142857142857144, 0.5793650793650794]}, {'fit_time': [0.922144889831543, 0.9366788864135742, 0.9261698722839355], 'score_time': [0.0032203197479248047, 0.003204345703125, 0.003026723861694336], 'test_accuracy': [0.5, 0.6666666666666666, 0.5555555555555556], 'test_precision_macro': [0.4851851851851852, 0.6851851851851852, 0.557142857142857], 'test_recall_macro': [0.5, 0.6428571428571429, 0.6488095238095238], 'test_f1_macro': [0.4861111111111111, 0.6552197802197802, 0.5665445665445665]}, {'fit_time': [0.9074337482452393, 0.9084196090698242, 0.9405949115753174], 'score_time': [0.0031480789184570312, 0.0029687881469726562, 0.0032639503479003906], 'test_accuracy': [0.5555555555555556, 0.6666666666666666, 0.3888888888888889], 'test_precision_macro': [0.5888888888888889, 0.7818181818181819, 0.41111111111111115], 'test_recall_macro': [0.5476190476190477, 0.6428571428571428, 0.373015873015873], 'test_f1_macro': [0.5532212885154061, 0.6666666666666666, 0.38404558404558403]}, {'fit_time': [0.9110257625579834, 0.9204277992248535, 0.9241259098052979], 'score_time': [0.0031015872955322266, 0.003160238265991211, 0.0031538009643554688], 'test_accuracy': [0.4444444444444444, 0.5, 0.5555555555555556], 'test_precision_macro': [0.48888888888888893, 0.6722222222222222, 0.5476190476190476], 'test_recall_macro': [0.4523809523809524, 0.46428571428571425, 0.5793650793650794], 'test_f1_macro': [0.43834422657952077, 0.47543859649122805, 0.5587301587301586]}, {'fit_time': [0.9230630397796631, 0.936363935470581, 0.9433693885803223], 'score_time': [0.003168821334838867, 0.003582000732421875, 0.0029959678649902344], 'test_accuracy': [0.6111111111111112, 0.5, 0.5555555555555556], 'test_precision_macro': [0.7238095238095238, 0.4984126984126984, 0.6666666666666666], 'test_recall_macro': [0.5595238095238094, 0.5714285714285715, 0.6547619047619048], 'test_f1_macro': [0.5591036414565825, 0.5206349206349207, 0.5516339869281045]}, {'fit_time': [0.9232189655303955, 0.9345541000366211, 0.9264774322509766], 'score_time': [0.0031511783599853516, 0.003043651580810547, 0.003077983856201172], 'test_accuracy': [0.3888888888888889, 0.6111111111111112, 0.3888888888888889], 'test_precision_macro': [0.42063492063492064, 0.6351851851851852, 0.5694444444444444], 'test_recall_macro': [0.36904761904761907, 0.630952380952381, 0.37896825396825395], 'test_f1_macro': [0.37896825396825395, 0.625, 0.4166666666666667]}, {'fit_time': [0.9147002696990967, 0.917611837387085, 0.9152655601501465], 'score_time': [0.003174304962158203, 0.0032181739807128906, 0.003080129623413086], 'test_accuracy': [0.4444444444444444, 0.2777777777777778, 0.7777777777777778], 'test_precision_macro': [0.4444444444444444, 0.2833333333333334, 0.775925925925926], 'test_recall_macro': [0.4523809523809524, 0.2738095238095238, 0.8154761904761904], 'test_f1_macro': [0.441025641025641, 0.2740740740740741, 0.7824463118580766]}, {'fit_time': [0.9432814121246338, 0.9325261116027832, 0.9384458065032959], 'score_time': [0.0033147335052490234, 0.005951642990112305, 0.00383758544921875], 'test_accuracy': [0.6666666666666666, 0.5, 0.4444444444444444], 'test_precision_macro': [0.6686507936507936, 0.6722222222222222, 0.3], 'test_recall_macro': [0.6428571428571429, 0.46428571428571425, 0.35714285714285715], 'test_f1_macro': [0.6507936507936508, 0.47543859649122805, 0.3235294117647059]}, {'fit_time': [0.9175856113433838, 0.9438433647155762, 0.9136250019073486], 'score_time': [0.0031616687774658203, 0.0030324459075927734, 0.0038123130798339844], 'test_accuracy': [0.5, 0.5555555555555556, 0.4444444444444444], 'test_precision_macro': [0.5314814814814816, 0.6666666666666666, 0.3055555555555556], 'test_recall_macro': [0.5357142857142857, 0.5476190476190476, 0.3511904761904762], 'test_f1_macro': [0.5277777777777778, 0.5185185185185185, 0.3205128205128205]}]	{'classifier__C': 10, 'classifier__kernel': 'rbf', 'feature_selector__threshold': 0.001}
Random Forest	Variance Threshold	0.481	[{'fit_time': [4.928383827209473, 4.839513301849365, 5.002656936645508], 'score_time': [0.0035009384155273438, 0.003338336944580078, 0.004163980484008789], 'test_accuracy': [0.5555555555555556, 0.4444444444444444, 0.5555555555555556], 'test_precision_macro': [0.557142857142857, 0.43333333333333335, 0.5416666666666666], 'test_recall_macro': [0.5833333333333334, 0.4166666666666667, 0.5734126984126984], 'test_f1_macro': [0.557142857142857, 0.4185185185185185, 0.5526556776556777]}, {'fit_time': [4.890491485595703, 4.935624361038208, 4.77006196975708], 'score_time': [0.004199981689453125, 0.0034847259521484375, 0.0033426284790039062], 'test_accuracy': [0.2222222222222222, 0.4444444444444444, 0.3888888888888889], 'test_precision_macro': [0.13852813852813853, 0.4166666666666667, 0.34722222222222215], 'test_recall_macro': [0.19047619047619047, 0.4166666666666667, 0.39087301587301587], 'test_f1_macro': [0.1587301587301587, 0.36793372319688106, 0.35185185185185186]}, {'fit_time': [4.952581405639648, 4.908958911895752, 4.8418638706207275], 'score_time': [0.004044771194458008, 0.0034859180450439453, 0.0034966468811035156], 'test_accuracy': [0.6111111111111112, 0.6111111111111112, 0.3888888888888889], 'test_precision_macro': [0.7666666666666666, 0.6185185185185186, 0.3148148148148148], 'test_recall_macro': [0.5595238095238095, 0.6666666666666666, 0.31547619047619047], 'test_f1_macro': [0.5660818713450292, 0.6258417508417509, 0.30952380952380953]}, {'fit_time': [4.907037973403931, 4.816751718521118, 4.871552228927612], 'score_time': [0.003456592559814453, 0.0037584304809570312, 0.0036249160766601562], 'test_accuracy': [0.2777777777777778, 0.5, 0.3333333333333333], 'test_precision_macro': [0.2962962962962963, 0.5052910052910052, 0.3574074074074074], 'test_recall_macro': [0.30952380952380953, 0.46428571428571425, 0.33134920634920634], 'test_f1_macro': [0.2717948717948718, 0.4682539682539682, 0.3324175824175824]}, {'fit_time': [4.980566740036011, 4.87977409362793, 4.858172178268433], 'score_time': [0.003262042999267578, 0.004857540130615234, 0.0033774375915527344], 'test_accuracy': [0.5, 0.6666666666666666, 0.6111111111111112], 'test_precision_macro': [0.5317460317460317, 0.47222222222222227, 0.7000000000000001], 'test_recall_macro': [0.5714285714285715, 0.5714285714285715, 0.615079365079365], 'test_f1_macro': [0.4984126984126984, 0.5020242914979757, 0.6427350427350427]}, {'fit_time': [4.972771167755127, 4.793412923812866, 4.825881242752075], 'score_time': [0.003651142120361328, 0.003293275833129883, 0.0036296844482421875], 'test_accuracy': [0.5, 0.5, 0.5], 'test_precision_macro': [0.6428571428571429, 0.5416666666666666, 0.6515151515151515], 'test_recall_macro': [0.46428571428571425, 0.5357142857142857, 0.47420634920634924], 'test_f1_macro': [0.47226890756302514, 0.5151515151515151, 0.4947089947089947]}, {'fit_time': [4.941245079040527, 4.795476198196411, 4.865708589553833], 'score_time': [0.003467082977294922, 0.0036330223083496094, 0.0032949447631835938], 'test_accuracy': [0.5, 0.5, 0.3888888888888889], 'test_precision_macro': [0.5, 0.6333333333333333, 0.3814814814814815], 'test_recall_macro': [0.5714285714285714, 0.46428571428571425, 0.4365079365079365], 'test_f1_macro': [0.5064935064935064, 0.45497076023391814, 0.4028944911297853]}, {'fit_time': [4.9369871616363525, 4.961258172988892, 4.94659423828125], 'score_time': [0.003692150115966797, 0.004263639450073242, 0.003615856170654297], 'test_accuracy': [0.6111111111111112, 0.5, 0.4444444444444444], 'test_precision_macro': [0.7222222222222222, 0.3333333333333333, 0.4444444444444444], 'test_recall_macro': [0.5952380952380952, 0.42857142857142855, 0.48412698412698413], 'test_f1_macro': [0.6234288587229764, 0.36437246963562747, 0.4597069597069597]}, {'fit_time': [4.989532709121704, 4.915355920791626, 4.974112510681152], 'score_time': [0.004145622253417969, 0.0036880970001220703, 0.003462553024291992], 'test_accuracy': [0.5, 0.5, 0.6666666666666666], 'test_precision_macro': [0.5, 0.5427350427350427, 0.7685185185185185], 'test_recall_macro': [0.5357142857142857, 0.5, 0.5992063492063492], 'test_f1_macro': [0.5111111111111111, 0.4645502645502646, 0.625]}, {'fit_time': [4.861506700515747, 4.8361656665802, 4.899828910827637], 'score_time': [0.003372669219970703, 0.0036101341247558594, 0.004026651382446289], 'test_accuracy': [0.3333333333333333, 0.5, 0.3888888888888889], 'test_precision_macro': [0.38888888888888884, 0.5555555555555555, 0.27619047619047615], 'test_recall_macro': [0.35714285714285715, 0.5, 0.30952380952380953], 'test_f1_macro': [0.3667582417582418, 0.5140056022408964, 0.291005291005291]}]	{'classifier__max_depth': 20, 'classifier__n_estimators': 50, 'feature_selector__threshold': 0.01}
Decision Tree	Variance Threshold	0.444	[{'fit_time': [0.30896615982055664, 0.315521240234375, 0.31420421600341797], 'score_time': [0.0029833316802978516, 0.0030663013458251953, 0.0030090808868408203], 'test_accuracy': [0.5, 0.3888888888888889, 0.3333333333333333], 'test_precision_macro': [0.5404040404040403, 0.30158730158730157, 0.2738095238095238], 'test_recall_macro': [0.5, 0.3333333333333333, 0.38888888888888884], 'test_f1_macro': [0.4968734968734969, 0.31547619047619047, 0.298989898989899]}, {'fit_time': [0.3079521656036377, 0.3085188865661621, 0.3093841075897217], 'score_time': [0.002977609634399414, 0.0029687881469726562, 0.0029718875885009766], 'test_accuracy': [0.6111111111111112, 0.5555555555555556, 0.2777777777777778], 'test_precision_macro': [0.6818181818181818, 0.5555555555555555, 0.20634920634920637], 'test_recall_macro': [0.5952380952380952, 0.6190476190476191, 0.36507936507936506], 'test_f1_macro': [0.5888888888888889, 0.5656565656565657, 0.25833333333333336]}, {'fit_time': [0.30574870109558105, 0.3132314682006836, 0.3054084777832031], 'score_time': [0.002959728240966797, 0.003015756607055664, 0.002902507781982422], 'test_accuracy': [0.5555555555555556, 0.6111111111111112, 0.2222222222222222], 'test_precision_macro': [0.7000000000000001, 0.6047619047619048, 0.1693121693121693], 'test_recall_macro': [0.511904761904762, 0.6309523809523809, 0.3055555555555555], 'test_f1_macro': [0.5105263157894737, 0.6047619047619048, 0.21176470588235294]}, {'fit_time': [0.3105771541595459, 0.3135809898376465, 0.30811381340026855], 'score_time': [0.002953052520751953, 0.002935171127319336, 0.002961874008178711], 'test_accuracy': [0.4444444444444444, 0.5, 0.3888888888888889], 'test_precision_macro': [0.42658730158730157, 0.46296296296296297, 0.398989898989899], 'test_recall_macro': [0.4880952380952381, 0.46428571428571425, 0.3849206349206349], 'test_f1_macro': [0.4238095238095238, 0.4574175824175824, 0.3703703703703703]}, {'fit_time': [0.30671000480651855, 0.30689358711242676, 0.3082458972930908], 'score_time': [0.0028345584869384766, 0.0028781890869140625, 0.002997159957885742], 'test_accuracy': [0.3888888888888889, 0.2777777777777778, 0.3888888888888889], 'test_precision_macro': [0.4166666666666667, 0.45555555555555555, 0.4166666666666667], 'test_recall_macro': [0.44047619047619047, 0.3095238095238095, 0.44246031746031744], 'test_f1_macro': [0.37407407407407406, 0.35193564605329314, 0.4222222222222223]}, {'fit_time': [0.3052501678466797, 0.3028123378753662, 0.3116016387939453], 'score_time': [0.0029032230377197266, 0.002888917922973633, 0.0029435157775878906], 'test_accuracy': [0.5, 0.3333333333333333, 0.4444444444444444], 'test_precision_macro': [0.6481481481481481, 0.33174603174603173, 0.4314814814814814], 'test_recall_macro': [0.46428571428571425, 0.3928571428571428, 0.42658730158730157], 'test_f1_macro': [0.4777777777777778, 0.34421134421134414, 0.4157509157509158]}, {'fit_time': [0.305985689163208, 0.3124525547027588, 0.3041350841522217], 'score_time': [0.0028989315032958984, 0.003579378128051758, 0.002907991409301758], 'test_accuracy': [0.6666666666666666, 0.4444444444444444, 0.5], 'test_precision_macro': [0.6571428571428571, 0.3125, 0.4947089947089947], 'test_recall_macro': [0.6428571428571428, 0.4166666666666667, 0.46230158730158727], 'test_f1_macro': [0.6463166463166462, 0.3140096618357488, 0.47226890756302514]}, {'fit_time': [0.3074021339416504, 0.2988278865814209, 0.30703282356262207], 'score_time': [0.0029604434967041016, 0.0029299259185791016, 0.0029363632202148438], 'test_accuracy': [0.7222222222222222, 0.3888888888888889, 0.3333333333333333], 'test_precision_macro': [0.8190476190476191, 0.38888888888888884, 0.26666666666666666], 'test_recall_macro': [0.6547619047619048, 0.36904761904761907, 0.26785714285714285], 'test_f1_macro': [0.6543417366946779, 0.3740842490842491, 0.26050420168067223]}, {'fit_time': [0.3083474636077881, 0.30535101890563965, 0.30468058586120605], 'score_time': [0.0029535293579101562, 0.002898693084716797, 0.0028989315032958984], 'test_accuracy': [0.3333333333333333, 0.3888888888888889, 0.5555555555555556], 'test_precision_macro': [0.34761904761904766, 0.42676767676767674, 0.6898148148148149], 'test_recall_macro': [0.3214285714285714, 0.4047619047619047, 0.5099206349206349], 'test_f1_macro': [0.3255633255633255, 0.3992303992303992, 0.5416666666666666]}, {'fit_time': [0.3120899200439453, 0.30557918548583984, 0.30716633796691895], 'score_time': [0.002967357635498047, 0.0029332637786865234, 0.0028541088104248047], 'test_accuracy': [0.4444444444444444, 0.5, 0.3333333333333333], 'test_precision_macro': [0.484126984126984, 0.5, 0.2857142857142857], 'test_recall_macro': [0.4523809523809524, 0.5357142857142857, 0.2619047619047619], 'test_f1_macro': [0.46349206349206346, 0.5111111111111111, 0.273015873015873]}]	{'classifier__max_depth': 10, 'feature_selector__threshold': 0.1}
