classifier	selector	avg_performance_v	outer_scores_per_repeat	best_parameters
KNN	Variance Threshold	0.589	[{'fit_time': [1.0228943824768066, 1.0064873695373535, 1.0220308303833008], 'score_time': [0.0037872791290283203, 0.0037107467651367188, 0.003859996795654297], 'test_accuracy': [0.6111111111111112, 0.6666666666666666, 0.7222222222222222], 'test_precision_macro': [0.6666666666666666, 0.7000000000000001, 0.7361111111111112], 'test_recall_macro': [0.630952380952381, 0.7142857142857143, 0.7797619047619048], 'test_f1_macro': [0.6278966131907308, 0.6666666666666666, 0.746031746031746]}, {'fit_time': [1.0197093486785889, 1.0165386199951172, 1.0134968757629395], 'score_time': [0.003871440887451172, 0.0038983821868896484, 0.0037932395935058594], 'test_accuracy': [0.6666666666666666, 0.6666666666666666, 0.6111111111111112], 'test_precision_macro': [0.6666666666666666, 0.7018518518518518, 0.6666666666666666], 'test_recall_macro': [0.6785714285714285, 0.7142857142857143, 0.6964285714285715], 'test_f1_macro': [0.6615384615384615, 0.6864478114478114, 0.6484593837535013]}, {'fit_time': [1.0273957252502441, 1.0283188819885254, 1.0246176719665527], 'score_time': [0.003803253173828125, 0.003931522369384766, 0.0039501190185546875], 'test_accuracy': [0.7222222222222222, 0.5555555555555556, 0.6666666666666666], 'test_precision_macro': [0.7954545454545454, 0.5925925925925926, 0.6722222222222222], 'test_recall_macro': [0.7261904761904762, 0.6190476190476191, 0.7440476190476191], 'test_f1_macro': [0.7092592592592593, 0.5666666666666668, 0.6666666666666666]}, {'fit_time': [1.0266807079315186, 1.0219318866729736, 1.0162420272827148], 'score_time': [0.003916740417480469, 0.003981828689575195, 0.003969907760620117], 'test_accuracy': [0.5555555555555556, 0.5555555555555556, 0.5], 'test_precision_macro': [0.5416666666666666, 0.5555555555555555, 0.5416666666666666], 'test_recall_macro': [0.5833333333333334, 0.619047619047619, 0.6011904761904762], 'test_f1_macro': [0.5434343434343435, 0.5485625485625486, 0.5222222222222223]}, {'fit_time': [1.009293794631958, 1.0164449214935303, 1.0344054698944092], 'score_time': [0.0037224292755126953, 0.0039026737213134766, 0.004029035568237305], 'test_accuracy': [0.5, 0.6111111111111112, 0.6111111111111112], 'test_precision_macro': [0.5499999999999999, 0.6296296296296297, 0.611111111111111], 'test_recall_macro': [0.5357142857142857, 0.6666666666666666, 0.7023809523809524], 'test_f1_macro': [0.5280748663101605, 0.6083333333333334, 0.5934343434343434]}, {'fit_time': [1.0445482730865479, 1.0080132484436035, 1.015221118927002], 'score_time': [0.004003763198852539, 0.003753185272216797, 0.0037660598754882812], 'test_accuracy': [0.6111111111111112, 0.5, 0.6111111111111112], 'test_precision_macro': [0.6238095238095238, 0.5, 0.6222222222222222], 'test_recall_macro': [0.6666666666666666, 0.5357142857142857, 0.7023809523809524], 'test_f1_macro': [0.6406186406186406, 0.511111111111111, 0.60650623885918]}, {'fit_time': [1.0239148139953613, 1.0188074111938477, 1.0298056602478027], 'score_time': [0.003924369812011719, 0.003777027130126953, 0.0039937496185302734], 'test_accuracy': [0.7222222222222222, 0.5, 0.5], 'test_precision_macro': [0.7222222222222222, 0.5181818181818182, 0.5181818181818182], 'test_recall_macro': [0.7619047619047619, 0.5357142857142857, 0.6130952380952381], 'test_f1_macro': [0.7282051282051282, 0.48148148148148145, 0.5018518518518518]}, {'fit_time': [1.0370228290557861, 1.0291295051574707, 1.0262577533721924], 'score_time': [0.004002809524536133, 0.0039522647857666016, 0.003948211669921875], 'test_accuracy': [0.6111111111111112, 0.4444444444444444, 0.5555555555555556], 'test_precision_macro': [0.6555555555555556, 0.4507936507936508, 0.5761904761904763], 'test_recall_macro': [0.6666666666666666, 0.4523809523809524, 0.6428571428571429], 'test_f1_macro': [0.6257080610021787, 0.4374514374514374, 0.558974358974359]}, {'fit_time': [1.0313475131988525, 1.0328588485717773, 1.0288193225860596], 'score_time': [0.003942966461181641, 0.0037925243377685547, 0.003977060317993164], 'test_accuracy': [0.5, 0.6666666666666666, 0.6111111111111112], 'test_precision_macro': [0.4904761904761905, 0.7018518518518518, 0.625], 'test_recall_macro': [0.5714285714285715, 0.7142857142857143, 0.6964285714285715], 'test_f1_macro': [0.5073815073815073, 0.6864478114478114, 0.611111111111111]}, {'fit_time': [1.0495243072509766, 1.050718069076538, 1.0430407524108887], 'score_time': [0.003879547119140625, 0.0040302276611328125, 0.003965139389038086], 'test_accuracy': [0.5555555555555556, 0.5555555555555556, 0.5], 'test_precision_macro': [0.5734126984126984, 0.5925925925925926, 0.5], 'test_recall_macro': [0.5476190476190477, 0.6190476190476191, 0.6071428571428571], 'test_f1_macro': [0.5555555555555556, 0.5666666666666668, 0.5111111111111111]}]	{'classifier__n_neighbors': 3, 'classifier__weights': 'distance', 'feature_selector__threshold': 0.001}
Logistic Regression	Variance Threshold	0.531	[{'fit_time': [1.008141279220581, 1.0101051330566406, 1.016913652420044], 'score_time': [0.004300594329833984, 0.0037398338317871094, 0.004320859909057617], 'test_accuracy': [0.5, 0.6666666666666666, 0.5555555555555556], 'test_precision_macro': [0.3246753246753247, 0.7000000000000001, 0.375], 'test_recall_macro': [0.42857142857142855, 0.6785714285714285, 0.44642857142857145], 'test_f1_macro': [0.36507936507936506, 0.6671122994652405, 0.4044117647058823]}, {'fit_time': [1.009369134902954, 1.006462812423706, 0.9851539134979248], 'score_time': [0.0037147998809814453, 0.0038051605224609375, 0.003962516784667969], 'test_accuracy': [0.5, 0.4444444444444444, 0.6111111111111112], 'test_precision_macro': [0.5404040404040403, 0.44285714285714284, 0.7222222222222222], 'test_recall_macro': [0.5, 0.4523809523809524, 0.626984126984127], 'test_f1_macro': [0.4968734968734969, 0.44485144485144484, 0.6532212885154062]}, {'fit_time': [1.0023727416992188, 0.9824585914611816, 0.9881923198699951], 'score_time': [0.003704547882080078, 0.004465818405151367, 0.003646373748779297], 'test_accuracy': [0.5555555555555556, 0.5555555555555556, 0.5], 'test_precision_macro': [0.5333333333333333, 0.375, 0.5181818181818182], 'test_recall_macro': [0.5119047619047619, 0.4761904761904762, 0.47420634920634924], 'test_f1_macro': [0.5002513826043238, 0.41830065359477125, 0.4723646723646724]}, {'fit_time': [1.0019676685333252, 1.016589879989624, 0.9950428009033203], 'score_time': [0.003678560256958008, 0.003699064254760742, 0.0036468505859375], 'test_accuracy': [0.6666666666666666, 0.7222222222222222, 0.4444444444444444], 'test_precision_macro': [0.7407407407407408, 0.7999999999999999, 0.4666666666666666], 'test_recall_macro': [0.6785714285714285, 0.7261904761904762, 0.42658730158730157], 'test_f1_macro': [0.6991758241758242, 0.7432306255835668, 0.41876750700280113]}, {'fit_time': [1.0040667057037354, 1.0143680572509766, 1.0090641975402832], 'score_time': [0.0037398338317871094, 0.003682374954223633, 0.003900766372680664], 'test_accuracy': [0.4444444444444444, 0.3888888888888889, 0.6111111111111112], 'test_precision_macro': [0.51010101010101, 0.41111111111111115, 0.7083333333333334], 'test_recall_macro': [0.4523809523809524, 0.36904761904761907, 0.621031746031746], 'test_f1_macro': [0.4598364598364599, 0.3705379587732529, 0.6527777777777778]}, {'fit_time': [1.0274288654327393, 1.0027124881744385, 1.006413221359253], 'score_time': [0.0039212703704833984, 0.0037708282470703125, 0.004143714904785156], 'test_accuracy': [0.6111111111111112, 0.3888888888888889, 0.6111111111111112], 'test_precision_macro': [0.7222222222222222, 0.4212121212121212, 0.6351851851851852], 'test_recall_macro': [0.5952380952380952, 0.36904761904761907, 0.6964285714285715], 'test_f1_macro': [0.6234288587229763, 0.3703703703703703, 0.625]}, {'fit_time': [1.008636713027954, 0.9982199668884277, 0.9921753406524658], 'score_time': [0.003547191619873047, 0.003499269485473633, 0.003819704055786133], 'test_accuracy': [0.7222222222222222, 0.3333333333333333, 0.4444444444444444], 'test_precision_macro': [0.7833333333333333, 0.3333333333333333, 0.5726495726495726], 'test_recall_macro': [0.7261904761904762, 0.32142857142857145, 0.501984126984127], 'test_f1_macro': [0.7277183600713012, 0.3228021978021978, 0.49393939393939396]}, {'fit_time': [1.0242326259613037, 0.999885082244873, 1.0163235664367676], 'score_time': [0.0041048526763916016, 0.0039598941802978516, 0.003866434097290039], 'test_accuracy': [0.6111111111111112, 0.5555555555555556, 0.6111111111111112], 'test_precision_macro': [0.708994708994709, 0.6428571428571429, 0.4351851851851852], 'test_recall_macro': [0.5952380952380952, 0.5833333333333334, 0.48809523809523814], 'test_f1_macro': [0.621031746031746, 0.6063492063492063, 0.4583333333333333]}, {'fit_time': [1.0247883796691895, 1.0038642883300781, 1.0231997966766357], 'score_time': [0.0040585994720458984, 0.0037682056427001953, 0.0038945674896240234], 'test_accuracy': [0.3888888888888889, 0.5, 0.5555555555555556], 'test_precision_macro': [0.2916666666666667, 0.5555555555555556, 0.6848484848484849], 'test_recall_macro': [0.3333333333333333, 0.5357142857142857, 0.5853174603174603], 'test_f1_macro': [0.3111111111111111, 0.49951267056530213, 0.6056980056980057]}, {'fit_time': [0.9934060573577881, 1.0109963417053223, 0.9868316650390625], 'score_time': [0.0039055347442626953, 0.0043087005615234375, 0.0036661624908447266], 'test_accuracy': [0.5555555555555556, 0.5, 0.3888888888888889], 'test_precision_macro': [0.5833333333333334, 0.3333333333333333, 0.3888888888888889], 'test_recall_macro': [0.5833333333333334, 0.42857142857142855, 0.3670634920634921], 'test_f1_macro': [0.5816239316239317, 0.3434343434343434, 0.3606060606060606]}]	{'classifier__C': 10, 'feature_selector__threshold': 0.05}
SVM	Variance Threshold	0.531	[{'fit_time': [1.4665141105651855, 1.4951939582824707, 1.4970529079437256], 'score_time': [0.004366397857666016, 0.003932952880859375, 0.003863811492919922], 'test_accuracy': [0.4444444444444444, 0.5555555555555556, 0.6666666666666666], 'test_precision_macro': [0.3, 0.6666666666666666, 0.7566137566137566], 'test_recall_macro': [0.38095238095238093, 0.5476190476190476, 0.6686507936507936], 'test_f1_macro': [0.33464052287581697, 0.5539606592238171, 0.6972222222222223]}, {'fit_time': [1.465592861175537, 1.5075018405914307, 1.483738899230957], 'score_time': [0.003990650177001953, 0.0038237571716308594, 0.0038831233978271484], 'test_accuracy': [0.5555555555555556, 0.4444444444444444, 0.5555555555555556], 'test_precision_macro': [0.5833333333333334, 0.44285714285714284, 0.7000000000000001], 'test_recall_macro': [0.5833333333333334, 0.4523809523809524, 0.5218253968253969], 'test_f1_macro': [0.5672905525846702, 0.44485144485144484, 0.5310391363022942]}, {'fit_time': [1.4703519344329834, 1.469560146331787, 1.4521222114562988], 'score_time': [0.004375934600830078, 0.004021406173706055, 0.004258394241333008], 'test_accuracy': [0.7222222222222222, 0.4444444444444444, 0.5555555555555556], 'test_precision_macro': [0.48333333333333334, 0.3055555555555556, 0.5888888888888889], 'test_recall_macro': [0.6190476190476191, 0.38095238095238093, 0.5853174603174603], 'test_f1_macro': [0.5411764705882353, 0.3292847503373819, 0.572146807440925]}, {'fit_time': [1.4784059524536133, 1.4784040451049805, 1.4809150695800781], 'score_time': [0.004010915756225586, 0.003732442855834961, 0.003847837448120117], 'test_accuracy': [0.6111111111111112, 0.6111111111111112, 0.5], 'test_precision_macro': [0.7222222222222222, 0.75, 0.6333333333333333], 'test_recall_macro': [0.5952380952380952, 0.5952380952380952, 0.5376984126984127], 'test_f1_macro': [0.6234288587229763, 0.6145667198298777, 0.5663865546218487]}, {'fit_time': [1.4670488834381104, 1.4625420570373535, 1.4323086738586426], 'score_time': [0.003782510757446289, 0.00372314453125, 0.003677845001220703], 'test_accuracy': [0.5, 0.3888888888888889, 0.5], 'test_precision_macro': [0.5499999999999999, 0.41005291005291006, 0.4825396825396826], 'test_recall_macro': [0.5357142857142857, 0.36904761904761907, 0.5257936507936508], 'test_f1_macro': [0.5280748663101605, 0.373015873015873, 0.4814814814814814]}, {'fit_time': [1.4466650485992432, 1.4649419784545898, 1.465421438217163], 'score_time': [0.0037674903869628906, 0.0037796497344970703, 0.0037953853607177734], 'test_accuracy': [0.6666666666666666, 0.4444444444444444, 0.5555555555555556], 'test_precision_macro': [0.7818181818181819, 0.6095238095238095, 0.5833333333333334], 'test_recall_macro': [0.6428571428571428, 0.4166666666666667, 0.5853174603174603], 'test_f1_macro': [0.6666666666666666, 0.4330532212885154, 0.5532212885154061]}, {'fit_time': [1.5013861656188965, 1.4709882736206055, 1.4664225578308105], 'score_time': [0.003976106643676758, 0.0037500858306884766, 0.0038781166076660156], 'test_accuracy': [0.7222222222222222, 0.3888888888888889, 0.4444444444444444], 'test_precision_macro': [0.8611111111111112, 0.38730158730158726, 0.5555555555555556], 'test_recall_macro': [0.6904761904761904, 0.4047619047619048, 0.501984126984127], 'test_f1_macro': [0.710260499734184, 0.3935693935693936, 0.49766081871345036]}, {'fit_time': [1.4562101364135742, 1.4771161079406738, 1.462660312652588], 'score_time': [0.003924369812011719, 0.004921436309814453, 0.003756284713745117], 'test_accuracy': [0.6111111111111112, 0.4444444444444444, 0.6111111111111112], 'test_precision_macro': [0.7238095238095239, 0.3116883116883117, 0.5899470899470899], 'test_recall_macro': [0.5595238095238095, 0.38095238095238093, 0.5575396825396826], 'test_f1_macro': [0.5591036414565826, 0.3386243386243386, 0.563888888888889]}, {'fit_time': [1.4701323509216309, 1.471287488937378, 1.4749393463134766], 'score_time': [0.003775358200073242, 0.0045566558837890625, 0.003899097442626953], 'test_accuracy': [0.5, 0.4444444444444444, 0.3888888888888889], 'test_precision_macro': [0.5095238095238095, 0.2916666666666667, 0.41111111111111115], 'test_recall_macro': [0.5357142857142857, 0.38095238095238093, 0.4484126984126984], 'test_f1_macro': [0.5189255189255189, 0.3294117647058823, 0.41804029304029305]}, {'fit_time': [1.4507076740264893, 1.479477882385254, 1.4827423095703125], 'score_time': [0.0039882659912109375, 0.0058252811431884766, 0.004094362258911133], 'test_accuracy': [0.5555555555555556, 0.5, 0.6111111111111112], 'test_precision_macro': [0.5833333333333334, 0.3333333333333333, 0.5555555555555555], 'test_recall_macro': [0.5833333333333334, 0.42857142857142855, 0.5634920634920635], 'test_f1_macro': [0.5816239316239317, 0.36437246963562747, 0.5523809523809523]}]	{'classifier__C': 10, 'classifier__kernel': 'rbf', 'feature_selector__threshold': 0.01}
Random Forest	Variance Threshold	0.474	[{'fit_time': [6.159475326538086, 6.079179048538208, 6.114781141281128], 'score_time': [0.003750324249267578, 0.004564523696899414, 0.0040051937103271484], 'test_accuracy': [0.3333333333333333, 0.5, 0.6111111111111112], 'test_precision_macro': [0.23611111111111108, 0.5427350427350427, 0.6083333333333334], 'test_recall_macro': [0.2857142857142857, 0.5, 0.6964285714285715], 'test_f1_macro': [0.2583333333333333, 0.46455026455026455, 0.626068376068376]}, {'fit_time': [6.308732509613037, 6.4407265186309814, 6.26158881187439], 'score_time': [0.004496574401855469, 0.0044820308685302734, 0.00420689582824707], 'test_accuracy': [0.2777777777777778, 0.6111111111111112, 0.4444444444444444], 'test_precision_macro': [0.1952380952380952, 0.6185185185185186, 0.47222222222222215], 'test_recall_macro': [0.23809523809523805, 0.5952380952380952, 0.501984126984127], 'test_f1_macro': [0.21288515406162464, 0.5972222222222222, 0.4582668793195109]}, {'fit_time': [6.372838497161865, 6.357929706573486, 6.449697256088257], 'score_time': [0.004166841506958008, 0.003903627395629883, 0.0045893192291259766], 'test_accuracy': [0.6666666666666666, 0.6111111111111112, 0.5], 'test_precision_macro': [0.7714285714285715, 0.654040404040404, 0.5], 'test_recall_macro': [0.6071428571428572, 0.6309523809523809, 0.4682539682539682], 'test_f1_macro': [0.6067226890756303, 0.6055555555555555, 0.4777777777777778]}, {'fit_time': [6.198417663574219, 6.021682977676392, 6.208239555358887], 'score_time': [0.0039064884185791016, 0.0038683414459228516, 0.004738807678222656], 'test_accuracy': [0.3333333333333333, 0.6666666666666666, 0.4444444444444444], 'test_precision_macro': [0.3333333333333333, 0.6666666666666666, 0.30952380952380953], 'test_recall_macro': [0.32142857142857145, 0.6428571428571429, 0.36309523809523814], 'test_f1_macro': [0.326068376068376, 0.6456043956043956, 0.3294117647058823]}, {'fit_time': [6.150409936904907, 6.123878240585327, 6.22239875793457], 'score_time': [0.005099773406982422, 0.004867076873779297, 0.004117488861083984], 'test_accuracy': [0.2222222222222222, 0.4444444444444444, 0.6111111111111112], 'test_precision_macro': [0.15, 0.5959595959595959, 0.6151515151515151], 'test_recall_macro': [0.19047619047619047, 0.4166666666666667, 0.5634920634920635], 'test_f1_macro': [0.16732026143790849, 0.42108262108262107, 0.5606837606837606]}, {'fit_time': [6.1962385177612305, 6.210479259490967, 6.1762049198150635], 'score_time': [0.00417327880859375, 0.0046045780181884766, 0.004094839096069336], 'test_accuracy': [0.5555555555555556, 0.4444444444444444, 0.5555555555555556], 'test_precision_macro': [0.5111111111111111, 0.6095238095238095, 0.5444444444444444], 'test_recall_macro': [0.5119047619047619, 0.4166666666666667, 0.5158730158730159], 'test_f1_macro': [0.49719887955182074, 0.4330532212885154, 0.5123177476118652]}, {'fit_time': [6.392780065536499, 6.419170141220093, 6.558949708938599], 'score_time': [0.004227638244628906, 0.004187107086181641, 0.0041790008544921875], 'test_accuracy': [0.5555555555555556, 0.3888888888888889, 0.5555555555555556], 'test_precision_macro': [0.5833333333333334, 0.45555555555555555, 0.5555555555555555], 'test_recall_macro': [0.5119047619047619, 0.4047619047619048, 0.5793650793650794], 'test_f1_macro': [0.5034556087187666, 0.419234360410831, 0.5587301587301589]}, {'fit_time': [6.333430528640747, 6.208149194717407, 6.413926362991333], 'score_time': [0.004011631011962891, 0.005835056304931641, 0.005560636520385742], 'test_accuracy': [0.5555555555555556, 0.3333333333333333, 0.4444444444444444], 'test_precision_macro': [0.5518518518518518, 0.35454545454545455, 0.2962962962962963], 'test_recall_macro': [0.5476190476190477, 0.3214285714285714, 0.3511904761904762], 'test_f1_macro': [0.5416666666666666, 0.2962962962962963, 0.32107843137254904]}, {'fit_time': [6.171379804611206, 6.139570236206055, 6.221825361251831], 'score_time': [0.004595518112182617, 0.0036933422088623047, 0.0042552947998046875], 'test_accuracy': [0.3888888888888889, 0.5, 0.4444444444444444], 'test_precision_macro': [0.27619047619047615, 0.4583333333333333, 0.3148148148148148], 'test_recall_macro': [0.3333333333333333, 0.46428571428571425, 0.35714285714285715], 'test_f1_macro': [0.29971988795518206, 0.4594017094017094, 0.3333333333333333]}, {'fit_time': [6.0970141887664795, 6.1161048412323, 6.163847923278809], 'score_time': [0.0043146610260009766, 0.00446009635925293, 0.003995418548583984], 'test_accuracy': [0.4444444444444444, 0.3333333333333333, 0.4444444444444444], 'test_precision_macro': [0.5555555555555555, 0.14285714285714285, 0.4888888888888889], 'test_recall_macro': [0.4880952380952381, 0.2857142857142857, 0.5654761904761905], 'test_f1_macro': [0.5132783882783882, 0.19047619047619047, 0.4256410256410256]}]	{'classifier__max_depth': 10, 'classifier__n_estimators': 10, 'feature_selector__threshold': 0.001}
Decision Tree	Variance Threshold	0.439	[{'fit_time': [0.6071069240570068, 0.5696666240692139, 0.5937254428863525], 'score_time': [0.004021167755126953, 0.004522800445556641, 0.0037124156951904297], 'test_accuracy': [0.5555555555555556, 0.7222222222222222, 0.4444444444444444], 'test_precision_macro': [0.5351851851851852, 0.7888888888888888, 0.3511904761904762], 'test_recall_macro': [0.5119047619047619, 0.7619047619047619, 0.3511904761904762], 'test_f1_macro': [0.513888888888889, 0.6893246187363834, 0.3511904761904762]}, {'fit_time': [0.57804274559021, 0.5743322372436523, 0.5923550128936768], 'score_time': [0.0056285858154296875, 0.003405332565307617, 0.0035102367401123047], 'test_accuracy': [0.2222222222222222, 0.3888888888888889, 0.4444444444444444], 'test_precision_macro': [0.2333333333333333, 0.3952380952380952, 0.3], 'test_recall_macro': [0.2261904761904762, 0.4047619047619047, 0.3452380952380952], 'test_f1_macro': [0.22237076648841356, 0.3972323972323972, 0.3111111111111111]}, {'fit_time': [0.5875873565673828, 0.5946943759918213, 0.578387975692749], 'score_time': [0.0034728050231933594, 0.0034186840057373047, 0.003553628921508789], 'test_accuracy': [0.3888888888888889, 0.3333333333333333, 0.6111111111111112], 'test_precision_macro': [0.43650793650793646, 0.35000000000000003, 0.5899470899470899], 'test_recall_macro': [0.36904761904761907, 0.35714285714285715, 0.5575396825396826], 'test_f1_macro': [0.3717171717171717, 0.34814814814814815, 0.563888888888889]}, {'fit_time': [0.5919821262359619, 0.5899405479431152, 0.582209587097168], 'score_time': [0.00363922119140625, 0.0036144256591796875, 0.0036821365356445312], 'test_accuracy': [0.3333333333333333, 0.3888888888888889, 0.5], 'test_precision_macro': [0.2857142857142857, 0.30952380952380953, 0.638888888888889], 'test_recall_macro': [0.2857142857142857, 0.3333333333333333, 0.5436507936507936], 'test_f1_macro': [0.2857142857142857, 0.3206349206349206, 0.5532163742690058]}, {'fit_time': [0.5748934745788574, 0.5662240982055664, 0.594773530960083], 'score_time': [0.004037380218505859, 0.0034286975860595703, 0.0036003589630126953], 'test_accuracy': [0.6111111111111112, 0.2777777777777778, 0.5], 'test_precision_macro': [0.40740740740740744, 0.22023809523809523, 0.4904761904761905], 'test_recall_macro': [0.5238095238095238, 0.23809523809523805, 0.5376984126984127], 'test_f1_macro': [0.4583333333333333, 0.22857142857142856, 0.5]}, {'fit_time': [0.5945861339569092, 0.5938365459442139, 0.5947611331939697], 'score_time': [0.003718137741088867, 0.0037899017333984375, 0.0035965442657470703], 'test_accuracy': [0.3888888888888889, 0.6111111111111112, 0.5], 'test_precision_macro': [0.27619047619047615, 0.5972222222222222, 0.5], 'test_recall_macro': [0.3333333333333333, 0.5952380952380952, 0.5376984126984127], 'test_f1_macro': [0.29971988795518206, 0.594017094017094, 0.49829059829059824]}, {'fit_time': [0.5914502143859863, 0.5861325263977051, 0.5783016681671143], 'score_time': [0.0036373138427734375, 0.003790616989135742, 0.0033097267150878906], 'test_accuracy': [0.5, 0.3333333333333333, 0.5555555555555556], 'test_precision_macro': [0.5, 0.3333333333333333, 0.5666666666666668], 'test_recall_macro': [0.5, 0.35714285714285715, 0.6488095238095238], 'test_f1_macro': [0.49230769230769234, 0.3384615384615384, 0.5816239316239316]}, {'fit_time': [0.5835826396942139, 0.5826551914215088, 0.5739660263061523], 'score_time': [0.0037598609924316406, 0.0037326812744140625, 0.003469705581665039], 'test_accuracy': [0.4444444444444444, 0.3333333333333333, 0.2222222222222222], 'test_precision_macro': [0.2929292929292929, 0.35873015873015873, 0.15757575757575756], 'test_recall_macro': [0.38095238095238093, 0.3214285714285714, 0.18452380952380953], 'test_f1_macro': [0.32478632478632474, 0.3298368298368298, 0.16239316239316237]}, {'fit_time': [0.5692851543426514, 0.5905342102050781, 0.6007745265960693], 'score_time': [0.0036852359771728516, 0.003557920455932617, 0.0036466121673583984], 'test_accuracy': [0.3888888888888889, 0.4444444444444444, 0.5555555555555556], 'test_precision_macro': [0.3333333333333333, 0.6282051282051282, 0.565079365079365], 'test_recall_macro': [0.3333333333333333, 0.4166666666666667, 0.6428571428571429], 'test_f1_macro': [0.3172905525846702, 0.4212121212121212, 0.5833333333333334]}, {'fit_time': [0.5845026969909668, 0.5923614501953125, 0.5904796123504639], 'score_time': [0.0037670135498046875, 0.0037882328033447266, 0.003553628921508789], 'test_accuracy': [0.16666666666666666, 0.6666666666666666, 0.3333333333333333], 'test_precision_macro': [0.16666666666666666, 0.7555555555555555, 0.3333333333333333], 'test_recall_macro': [0.14285714285714285, 0.6428571428571429, 0.38888888888888884], 'test_f1_macro': [0.15384615384615383, 0.6626445449974862, 0.35555555555555557]}]	{'classifier__max_depth': 10, 'feature_selector__threshold': 0.01}
