classifier	selector	avg_performance_v	outer_scores_per_repeat	best_parameters
KNN	Variance Threshold	0.556	[{'fit_time': [2.425285577774048, 2.4328320026397705, 2.44364070892334], 'score_time': [0.006333351135253906, 0.00643157958984375, 0.0061910152435302734], 'test_accuracy': [0.5555555555555556, 0.6111111111111112, 0.5555555555555556], 'test_precision_macro': [0.5685185185185185, 0.611111111111111, 0.6444444444444445], 'test_recall_macro': [0.5476190476190477, 0.6666666666666666, 0.6428571428571429], 'test_f1_macro': [0.5382996632996634, 0.6256410256410255, 0.5555555555555555]}, {'fit_time': [2.4008841514587402, 2.4413514137268066, 2.4308948516845703], 'score_time': [0.006378650665283203, 0.006272315979003906, 0.006186723709106445], 'test_accuracy': [0.4444444444444444, 0.5555555555555556, 0.5555555555555556], 'test_precision_macro': [0.45396825396825397, 0.565079365079365, 0.5761904761904763], 'test_recall_macro': [0.4880952380952381, 0.5833333333333334, 0.6428571428571429], 'test_f1_macro': [0.45104895104895104, 0.5536130536130536, 0.5702075702075702]}, {'fit_time': [2.4423861503601074, 2.436826705932617, 2.459507465362549], 'score_time': [0.006558656692504883, 0.006216526031494141, 0.006292104721069336], 'test_accuracy': [0.6111111111111112, 0.6666666666666666, 0.6666666666666666], 'test_precision_macro': [0.6888888888888888, 0.7222222222222222, 0.7142857142857143], 'test_recall_macro': [0.6666666666666666, 0.7142857142857143, 0.7380952380952381], 'test_f1_macro': [0.6015873015873016, 0.6697746697746698, 0.6603174603174603]}, {'fit_time': [2.4264657497406006, 2.4433419704437256, 2.4514272212982178], 'score_time': [0.0063626766204833984, 0.006426572799682617, 0.0065271854400634766], 'test_accuracy': [0.5555555555555556, 0.5, 0.3888888888888889], 'test_precision_macro': [0.5416666666666666, 0.47222222222222215, 0.40277777777777773], 'test_recall_macro': [0.5833333333333334, 0.46428571428571425, 0.4484126984126984], 'test_f1_macro': [0.5434343434343435, 0.4662393162393162, 0.39259259259259255]}, {'fit_time': [2.4958038330078125, 2.455134391784668, 2.4203906059265137], 'score_time': [0.006372213363647461, 0.006280422210693359, 0.006268501281738281], 'test_accuracy': [0.6666666666666666, 0.5555555555555556, 0.5555555555555556], 'test_precision_macro': [0.7321428571428571, 0.5666666666666668, 0.6805555555555555], 'test_recall_macro': [0.6785714285714285, 0.6190476190476191, 0.6607142857142857], 'test_f1_macro': [0.6984126984126983, 0.5555555555555555, 0.505892255892256]}, {'fit_time': [2.463552951812744, 2.463442087173462, 2.5004706382751465], 'score_time': [0.006400346755981445, 0.006241321563720703, 0.006302356719970703], 'test_accuracy': [0.5, 0.6666666666666666, 0.5555555555555556], 'test_precision_macro': [0.5277777777777778, 0.6666666666666666, 0.5555555555555555], 'test_recall_macro': [0.5714285714285714, 0.6785714285714285, 0.6428571428571429], 'test_f1_macro': [0.5066045066045065, 0.6484848484848484, 0.5665445665445666]}, {'fit_time': [2.4312949180603027, 2.456014633178711, 2.4298510551452637], 'score_time': [0.006639242172241211, 0.006075620651245117, 0.006320953369140625], 'test_accuracy': [0.6666666666666666, 0.3888888888888889, 0.6111111111111112], 'test_precision_macro': [0.7083333333333334, 0.3611111111111111, 0.6333333333333334], 'test_recall_macro': [0.6785714285714285, 0.4761904761904761, 0.6904761904761904], 'test_f1_macro': [0.6646464646464646, 0.38539238539238535, 0.6329059829059829]}, {'fit_time': [2.449432849884033, 2.430204391479492, 2.449038028717041], 'score_time': [0.0066378116607666016, 0.0063173770904541016, 0.0066258907318115234], 'test_accuracy': [0.5555555555555556, 0.4444444444444444, 0.5555555555555556], 'test_precision_macro': [0.5853174603174603, 0.44285714285714284, 0.557142857142857], 'test_recall_macro': [0.5833333333333334, 0.4880952380952381, 0.6488095238095238], 'test_f1_macro': [0.5380952380952381, 0.4467754467754467, 0.5665445665445665]}, {'fit_time': [2.428802013397217, 2.428619861602783, 2.452145576477051], 'score_time': [0.006528615951538086, 0.006162166595458984, 0.006352424621582031], 'test_accuracy': [0.6111111111111112, 0.5555555555555556, 0.6111111111111112], 'test_precision_macro': [0.6126984126984126, 0.6666666666666666, 0.7000000000000001], 'test_recall_macro': [0.6666666666666666, 0.6190476190476191, 0.7023809523809524], 'test_f1_macro': [0.6238095238095238, 0.5481481481481482, 0.5908496732026144]}, {'fit_time': [2.4371633529663086, 2.4088408946990967, 2.417376756668091], 'score_time': [0.006677150726318359, 0.006333351135253906, 0.0061511993408203125], 'test_accuracy': [0.5, 0.3888888888888889, 0.6111111111111112], 'test_precision_macro': [0.4861111111111111, 0.3944444444444444, 0.6964285714285715], 'test_recall_macro': [0.5, 0.36904761904761907, 0.6964285714285715], 'test_f1_macro': [0.47676767676767673, 0.375, 0.6017316017316018]}]	{'classifier__n_neighbors': 1, 'classifier__weights': 'uniform', 'feature_selector__threshold': 0.001}
Logistic Regression	Variance Threshold	0.504	[{'fit_time': [2.9297094345092773, 3.009582996368408, 3.0072638988494873], 'score_time': [0.006068229675292969, 0.0056416988372802734, 0.006083011627197266], 'test_accuracy': [0.5555555555555556, 0.6666666666666666, 0.5], 'test_precision_macro': [0.3666666666666667, 0.7777777777777778, 0.3416666666666666], 'test_recall_macro': [0.4761904761904761, 0.6428571428571429, 0.3988095238095238], 'test_f1_macro': [0.41307189542483663, 0.6496544391281233, 0.3651960784313726]}, {'fit_time': [2.945854425430298, 2.935399055480957, 2.907031774520874], 'score_time': [0.005624055862426758, 0.005654335021972656, 0.005571603775024414], 'test_accuracy': [0.5555555555555556, 0.5555555555555556, 0.5555555555555556], 'test_precision_macro': [0.5888888888888889, 0.5484848484848485, 0.6904761904761904], 'test_recall_macro': [0.5476190476190477, 0.5119047619047619, 0.5158730158730159], 'test_f1_macro': [0.5532212885154061, 0.49999999999999994, 0.5405228758169934]}, {'fit_time': [2.9019415378570557, 2.8716559410095215, 3.0093278884887695], 'score_time': [0.005724191665649414, 0.005628347396850586, 0.006237506866455078], 'test_accuracy': [0.5555555555555556, 0.4444444444444444, 0.5], 'test_precision_macro': [0.5833333333333334, 0.5959595959595959, 0.3333333333333333], 'test_recall_macro': [0.5119047619047619, 0.4166666666666667, 0.3988095238095238], 'test_f1_macro': [0.5034556087187666, 0.42108262108262107, 0.362962962962963]}, {'fit_time': [2.931600570678711, 2.937303066253662, 2.9088854789733887], 'score_time': [0.0060307979583740234, 0.005568981170654297, 0.005726337432861328], 'test_accuracy': [0.5555555555555556, 0.5555555555555556, 0.2777777777777778], 'test_precision_macro': [0.38888888888888884, 0.5423280423280423, 0.17777777777777778], 'test_recall_macro': [0.4761904761904761, 0.5119047619047619, 0.23214285714285712], 'test_f1_macro': [0.41565452091767874, 0.509920634920635, 0.19163292847503377]}, {'fit_time': [2.956749439239502, 2.9592466354370117, 2.8684017658233643], 'score_time': [0.006912946701049805, 0.006182670593261719, 0.005620002746582031], 'test_accuracy': [0.3333333333333333, 0.5, 0.6666666666666666], 'test_precision_macro': [0.2222222222222222, 0.3333333333333333, 0.7333333333333334], 'test_recall_macro': [0.2857142857142857, 0.42857142857142855, 0.7261904761904763], 'test_f1_macro': [0.25, 0.3738562091503268, 0.6722222222222222]}, {'fit_time': [2.9653916358947754, 2.9509263038635254, 2.8659019470214844], 'score_time': [0.005697011947631836, 0.005965709686279297, 0.005734920501708984], 'test_accuracy': [0.5555555555555556, 0.3333333333333333, 0.5555555555555556], 'test_precision_macro': [0.6851851851851851, 0.35454545454545455, 0.5833333333333334], 'test_recall_macro': [0.5119047619047619, 0.3214285714285714, 0.6428571428571429], 'test_f1_macro': [0.5194444444444445, 0.31481481481481477, 0.6062271062271062]}, {'fit_time': [2.91921329498291, 3.0006625652313232, 2.951805591583252], 'score_time': [0.00575709342956543, 0.00567173957824707, 0.005829334259033203], 'test_accuracy': [0.3888888888888889, 0.6111111111111112, 0.5], 'test_precision_macro': [0.4212121212121212, 0.654040404040404, 0.5], 'test_recall_macro': [0.36904761904761907, 0.6309523809523809, 0.47420634920634924], 'test_f1_macro': [0.3703703703703704, 0.6055555555555555, 0.47226890756302514]}, {'fit_time': [2.933708667755127, 2.9299826622009277, 2.999891996383667], 'score_time': [0.006156444549560547, 0.005609035491943359, 0.00551605224609375], 'test_accuracy': [0.5, 0.3888888888888889, 0.4444444444444444], 'test_precision_macro': [0.3333333333333333, 0.3212121212121212, 0.3703703703703704], 'test_recall_macro': [0.42857142857142855, 0.3333333333333333, 0.35714285714285715], 'test_f1_macro': [0.375, 0.3148148148148148, 0.3571428571428572]}, {'fit_time': [2.949707269668579, 2.9191248416900635, 2.9366371631622314], 'score_time': [0.005615234375, 0.005621910095214844, 0.005692481994628906], 'test_accuracy': [0.5, 0.4444444444444444, 0.6111111111111112], 'test_precision_macro': [0.4777777777777777, 0.47222222222222215, 0.5899470899470899], 'test_recall_macro': [0.46428571428571425, 0.4523809523809524, 0.5575396825396826], 'test_f1_macro': [0.44896933132227246, 0.43258145363408523, 0.563888888888889]}, {'fit_time': [2.926421880722046, 3.046725034713745, 2.909958839416504], 'score_time': [0.005709171295166016, 0.006114482879638672, 0.005602359771728516], 'test_accuracy': [0.5555555555555556, 0.5, 0.4444444444444444], 'test_precision_macro': [0.6904761904761904, 0.3333333333333333, 0.3148148148148148], 'test_recall_macro': [0.5119047619047619, 0.42857142857142855, 0.35714285714285715], 'test_f1_macro': [0.5198879551820728, 0.36437246963562747, 0.33464052287581697]}]	{'classifier__C': 0.1, 'feature_selector__threshold': 0.01}
SVM	Variance Threshold	0.513	[{'fit_time': [3.7746529579162598, 3.805443048477173, 3.809985876083374], 'score_time': [0.00631260871887207, 0.005902528762817383, 0.005936861038208008], 'test_accuracy': [0.6666666666666666, 0.6666666666666666, 0.5], 'test_precision_macro': [0.7638888888888888, 0.7777777777777778, 0.3737373737373737], 'test_recall_macro': [0.6071428571428572, 0.6428571428571429, 0.4047619047619048], 'test_f1_macro': [0.6055555555555555, 0.6496544391281233, 0.37566137566137564]}, {'fit_time': [3.8078460693359375, 3.810192108154297, 3.8312456607818604], 'score_time': [0.005968332290649414, 0.006278514862060547, 0.006819725036621094], 'test_accuracy': [0.6666666666666666, 0.5555555555555556, 0.5555555555555556], 'test_precision_macro': [0.6805555555555555, 0.5571428571428572, 0.37948717948717947], 'test_recall_macro': [0.6785714285714285, 0.5833333333333334, 0.4583333333333333], 'test_f1_macro': [0.6773504273504273, 0.5665445665445664, 0.3871794871794872]}, {'fit_time': [3.853990316390991, 3.781968116760254, 3.8303909301757812], 'score_time': [0.005936861038208008, 0.00632786750793457, 0.005925178527832031], 'test_accuracy': [0.6111111111111112, 0.6111111111111112, 0.5555555555555556], 'test_precision_macro': [0.7222222222222222, 0.4461538461538462, 0.6851851851851851], 'test_recall_macro': [0.5952380952380952, 0.5238095238095238, 0.5099206349206349], 'test_f1_macro': [0.6010025062656642, 0.45555555555555555, 0.5405228758169934]}, {'fit_time': [3.705625295639038, 3.8428640365600586, 3.7931103706359863], 'score_time': [0.005728960037231445, 0.006974935531616211, 0.00582432746887207], 'test_accuracy': [0.6111111111111112, 0.3888888888888889, 0.2777777777777778], 'test_precision_macro': [0.708994708994709, 0.12962962962962962, 0.2111111111111111], 'test_recall_macro': [0.5952380952380952, 0.3333333333333333, 0.2261904761904762], 'test_f1_macro': [0.621031746031746, 0.18666666666666668, 0.21288515406162464]}, {'fit_time': [3.8157989978790283, 3.7887227535247803, 3.782649517059326], 'score_time': [0.006958723068237305, 0.006466865539550781, 0.00632929801940918], 'test_accuracy': [0.3333333333333333, 0.4444444444444444, 0.5555555555555556], 'test_precision_macro': [0.2222222222222222, 0.4515151515151515, 0.42948717948717946], 'test_recall_macro': [0.2857142857142857, 0.4166666666666667, 0.43452380952380953], 'test_f1_macro': [0.25, 0.4074074074074074, 0.40404040404040403]}, {'fit_time': [3.7994771003723145, 3.852942943572998, 3.8355093002319336], 'score_time': [0.008268356323242188, 0.0062503814697265625, 0.006242036819458008], 'test_accuracy': [0.5, 0.3888888888888889, 0.6111111111111112], 'test_precision_macro': [0.4791666666666667, 0.5656565656565656, 0.6309523809523809], 'test_recall_macro': [0.42857142857142855, 0.36904761904761907, 0.6904761904761904], 'test_f1_macro': [0.35104669887278583, 0.38404558404558403, 0.6539682539682539]}, {'fit_time': [3.8126235008239746, 3.8630125522613525, 3.7584400177001953], 'score_time': [0.005913257598876953, 0.006798982620239258, 0.005832195281982422], 'test_accuracy': [0.5555555555555556, 0.4444444444444444, 0.5], 'test_precision_macro': [0.6237373737373737, 0.3055555555555556, 0.38888888888888884], 'test_recall_macro': [0.5833333333333334, 0.38095238095238093, 0.4047619047619048], 'test_f1_macro': [0.5685185185185185, 0.3292847503373819, 0.38655462184873945]}, {'fit_time': [3.779754877090454, 3.84978985786438, 3.7918710708618164], 'score_time': [0.006868839263916016, 0.006112098693847656, 0.005915641784667969], 'test_accuracy': [0.4444444444444444, 0.3888888888888889, 0.3888888888888889], 'test_precision_macro': [0.3, 0.39898989898989895, 0.34722222222222215], 'test_recall_macro': [0.38095238095238093, 0.36904761904761907, 0.30952380952380953], 'test_f1_macro': [0.33464052287581697, 0.3645983645983646, 0.3238095238095238]}, {'fit_time': [3.7818989753723145, 3.8353166580200195, 3.858297824859619], 'score_time': [0.005875587463378906, 0.005936861038208008, 0.006360054016113281], 'test_accuracy': [0.5, 0.5, 0.5555555555555556], 'test_precision_macro': [0.45959595959595956, 0.5404040404040403, 0.5185185185185185], 'test_recall_macro': [0.46428571428571425, 0.5, 0.5158730158730159], 'test_f1_macro': [0.4386724386724386, 0.4968734968734969, 0.509920634920635]}, {'fit_time': [3.842728853225708, 3.817406415939331, 3.776458978652954], 'score_time': [0.00613093376159668, 0.007397890090942383, 0.006236553192138672], 'test_accuracy': [0.5555555555555556, 0.5, 0.5555555555555556], 'test_precision_macro': [0.6851851851851851, 0.3333333333333333, 0.404040404040404], 'test_recall_macro': [0.5119047619047619, 0.42857142857142855, 0.44047619047619047], 'test_f1_macro': [0.5194444444444445, 0.3434343434343434, 0.41565452091767874]}]	{'classifier__C': 0.001, 'classifier__kernel': 'linear', 'feature_selector__threshold': 0.01}
Random Forest	Variance Threshold	0.443	[{'fit_time': [10.663748025894165, 10.712424993515015, 10.642932176589966], 'score_time': [0.005998134613037109, 0.006411552429199219, 0.006506919860839844], 'test_accuracy': [0.3888888888888889, 0.3888888888888889, 0.7222222222222222], 'test_precision_macro': [0.3761904761904762, 0.3952380952380952, 0.8055555555555555], 'test_recall_macro': [0.44047619047619047, 0.4404761904761904, 0.6468253968253969], 'test_f1_macro': [0.3984126984126984, 0.4063492063492063, 0.6666666666666666]}, {'fit_time': [10.69126009941101, 10.936255931854248, 10.812155961990356], 'score_time': [0.006486654281616211, 0.006512880325317383, 0.006234645843505859], 'test_accuracy': [0.5555555555555556, 0.5, 0.4444444444444444], 'test_precision_macro': [0.5476190476190476, 0.6722222222222222, 0.3666666666666667], 'test_recall_macro': [0.5476190476190476, 0.46428571428571425, 0.36309523809523814], 'test_f1_macro': [0.5476190476190476, 0.47543859649122805, 0.3499245852187028]}, {'fit_time': [10.76104736328125, 10.685372829437256, 10.822999477386475], 'score_time': [0.006070613861083984, 0.006059885025024414, 0.006184577941894531], 'test_accuracy': [0.5, 0.4444444444444444, 0.4444444444444444], 'test_precision_macro': [0.4682539682539682, 0.3333333333333333, 0.4583333333333333], 'test_recall_macro': [0.46428571428571425, 0.38095238095238093, 0.49007936507936506], 'test_f1_macro': [0.46349206349206346, 0.3499245852187028, 0.4693223443223444]}, {'fit_time': [10.70249629020691, 10.71311068534851, 10.88893175125122], 'score_time': [0.006252288818359375, 0.007299900054931641, 0.006597280502319336], 'test_accuracy': [0.3888888888888889, 0.3888888888888889, 0.2777777777777778], 'test_precision_macro': [0.37777777777777777, 0.25925925925925924, 0.2853535353535353], 'test_recall_macro': [0.36904761904761907, 0.4047619047619048, 0.29563492063492064], 'test_f1_macro': [0.36321195144724555, 0.3108974358974359, 0.266955266955267]}, {'fit_time': [10.833333015441895, 10.72280216217041, 11.07857871055603], 'score_time': [0.0074117183685302734, 0.0063533782958984375, 0.006278514862060547], 'test_accuracy': [0.2777777777777778, 0.5, 0.5555555555555556], 'test_precision_macro': [0.1851851851851852, 0.5185185185185185, 0.5555555555555555], 'test_recall_macro': [0.23809523809523805, 0.5, 0.5793650793650794], 'test_f1_macro': [0.20833333333333334, 0.4750000000000001, 0.5587301587301589]}, {'fit_time': [10.91936206817627, 10.825018882751465, 10.77107310295105], 'score_time': [0.006478071212768555, 0.0065190792083740234, 0.007222175598144531], 'test_accuracy': [0.3888888888888889, 0.3888888888888889, 0.3333333333333333], 'test_precision_macro': [0.2878787878787879, 0.4444444444444444, 0.225], 'test_recall_macro': [0.3333333333333333, 0.4047619047619048, 0.26785714285714285], 'test_f1_macro': [0.30199430199430194, 0.41804029304029305, 0.2426470588235294]}, {'fit_time': [10.883233070373535, 10.878403663635254, 10.772201299667358], 'score_time': [0.006268739700317383, 0.006373882293701172, 0.006386518478393555], 'test_accuracy': [0.5, 0.3888888888888889, 0.5555555555555556], 'test_precision_macro': [0.35185185185185186, 0.5444444444444444, 0.7000000000000001], 'test_recall_macro': [0.42857142857142855, 0.4047619047619047, 0.503968253968254], 'test_f1_macro': [0.3861111111111111, 0.4424333836098541, 0.5333333333333333]}, {'fit_time': [10.799116611480713, 10.871255159378052, 10.837841033935547], 'score_time': [0.0060465335845947266, 0.0071489810943603516, 0.006478548049926758], 'test_accuracy': [0.6111111111111112, 0.3333333333333333, 0.5], 'test_precision_macro': [0.7380952380952381, 0.21645021645021645, 0.35714285714285715], 'test_recall_macro': [0.5595238095238095, 0.2857142857142857, 0.3988095238095238], 'test_f1_macro': [0.5675070028011204, 0.24338624338624337, 0.37566137566137564]}, {'fit_time': [10.678203344345093, 10.737836122512817, 10.69642424583435], 'score_time': [0.006487131118774414, 0.0062215328216552734, 0.006531238555908203], 'test_accuracy': [0.4444444444444444, 0.3333333333333333, 0.5], 'test_precision_macro': [0.44708994708994715, 0.5142857142857142, 0.3333333333333333], 'test_recall_macro': [0.4166666666666667, 0.3214285714285714, 0.4047619047619048], 'test_f1_macro': [0.4146825396825397, 0.33781512605042013, 0.3627450980392157]}, {'fit_time': [10.779114246368408, 10.856004476547241, 10.866854429244995], 'score_time': [0.006112337112426758, 0.006653785705566406, 0.0058901309967041016], 'test_accuracy': [0.5555555555555556, 0.3888888888888889, 0.2777777777777778], 'test_precision_macro': [0.6333333333333333, 0.2626262626262626, 0.1878787878787879], 'test_recall_macro': [0.5833333333333334, 0.3333333333333333, 0.21428571428571427], 'test_f1_macro': [0.5929038281979458, 0.28774928774928776, 0.19590643274853803]}]	{'classifier__max_depth': 20, 'classifier__n_estimators': 20, 'feature_selector__threshold': 0.01}
Decision Tree	Variance Threshold	0.426	[{'fit_time': [1.708301067352295, 1.7028303146362305, 1.7617483139038086], 'score_time': [0.005675077438354492, 0.005859375, 0.0061626434326171875], 'test_accuracy': [0.4444444444444444, 0.2777777777777778, 0.5555555555555556], 'test_precision_macro': [0.44285714285714284, 0.22424242424242424, 0.5185185185185185], 'test_recall_macro': [0.4523809523809524, 0.23809523809523805, 0.5158730158730159], 'test_f1_macro': [0.44485144485144484, 0.22222222222222218, 0.509920634920635]}, {'fit_time': [1.7307820320129395, 1.7421643733978271, 1.7007455825805664], 'score_time': [0.006011962890625, 0.005823850631713867, 0.005807638168334961], 'test_accuracy': [0.4444444444444444, 0.7777777777777778, 0.3888888888888889], 'test_precision_macro': [0.44285714285714284, 0.8333333333333334, 0.27777777777777773], 'test_recall_macro': [0.4523809523809524, 0.7738095238095237, 0.30357142857142855], 'test_f1_macro': [0.44485144485144484, 0.7824463118580764, 0.28774928774928776]}, {'fit_time': [1.7327792644500732, 1.7186424732208252, 1.7273430824279785], 'score_time': [0.00575709342956543, 0.005723476409912109, 0.005697011947631836], 'test_accuracy': [0.4444444444444444, 0.3888888888888889, 0.5], 'test_precision_macro': [0.38888888888888884, 0.36904761904761907, 0.4873737373737373], 'test_recall_macro': [0.38095238095238093, 0.36904761904761907, 0.45634920634920634], 'test_f1_macro': [0.3829059829059829, 0.36904761904761907, 0.43909774436090226]}, {'fit_time': [1.6617388725280762, 1.6838710308074951, 1.6635327339172363], 'score_time': [0.0056726932525634766, 0.005603790283203125, 0.0053539276123046875], 'test_accuracy': [0.3333333333333333, 0.3333333333333333, 0.5555555555555556], 'test_precision_macro': [0.35000000000000003, 0.5353535353535354, 0.7000000000000001], 'test_recall_macro': [0.32142857142857145, 0.32142857142857145, 0.5218253968253969], 'test_f1_macro': [0.32219251336898397, 0.34700854700854694, 0.5310391363022942]}, {'fit_time': [1.6861252784729004, 1.6926751136779785, 1.6867735385894775], 'score_time': [0.005352973937988281, 0.0056607723236083984, 0.0056569576263427734], 'test_accuracy': [0.4444444444444444, 0.3888888888888889, 0.5], 'test_precision_macro': [0.4314814814814814, 0.27619047619047615, 0.4166666666666667], 'test_recall_macro': [0.4166666666666667, 0.3333333333333333, 0.4503968253968254], 'test_f1_macro': [0.4166666666666667, 0.29971988795518206, 0.41111111111111115]}, {'fit_time': [1.6996395587921143, 1.7235658168792725, 1.673445701599121], 'score_time': [0.005925416946411133, 0.0054454803466796875, 0.005811452865600586], 'test_accuracy': [0.4444444444444444, 0.5, 0.3888888888888889], 'test_precision_macro': [0.29437229437229434, 0.5314814814814816, 0.2626262626262626], 'test_recall_macro': [0.38095238095238093, 0.5357142857142857, 0.32142857142857145], 'test_f1_macro': [0.3280423280423281, 0.5277777777777778, 0.28042328042328046]}, {'fit_time': [1.6901416778564453, 1.7211089134216309, 1.6961445808410645], 'score_time': [0.0057184696197509766, 0.005633115768432617, 0.005745887756347656], 'test_accuracy': [0.4444444444444444, 0.2222222222222222, 0.3888888888888889], 'test_precision_macro': [0.47222222222222227, 0.21428571428571427, 0.34595959595959597], 'test_recall_macro': [0.4166666666666667, 0.19047619047619047, 0.3670634920634921], 'test_f1_macro': [0.40776182881446044, 0.20146520146520144, 0.3471557682083997]}, {'fit_time': [1.7504253387451172, 1.7238869667053223, 1.711756944656372], 'score_time': [0.0057828426361083984, 0.005822181701660156, 0.005652189254760742], 'test_accuracy': [0.3888888888888889, 0.3888888888888889, 0.3333333333333333], 'test_precision_macro': [0.3333333333333333, 0.3, 0.25], 'test_recall_macro': [0.3333333333333333, 0.3333333333333333, 0.26785714285714285], 'test_f1_macro': [0.3235294117647059, 0.3071895424836601, 0.2583333333333333]}, {'fit_time': [1.6512954235076904, 1.730341911315918, 1.6949827671051025], 'score_time': [0.00569915771484375, 0.0056455135345458984, 0.005585193634033203], 'test_accuracy': [0.4444444444444444, 0.2777777777777778, 0.4444444444444444], 'test_precision_macro': [0.44708994708994715, 0.2333333333333333, 0.6095238095238095], 'test_recall_macro': [0.4166666666666667, 0.23809523809523805, 0.42658730158730157], 'test_f1_macro': [0.4146825396825397, 0.22875816993464052, 0.4568627450980392]}, {'fit_time': [1.6987898349761963, 1.769313097000122, 1.7193429470062256], 'score_time': [0.005461931228637695, 0.0057790279388427734, 0.005717754364013672], 'test_accuracy': [0.4444444444444444, 0.5, 0.3888888888888889], 'test_precision_macro': [0.4523809523809524, 0.611111111111111, 0.291005291005291], 'test_recall_macro': [0.48809523809523814, 0.5, 0.30952380952380953], 'test_f1_macro': [0.44588744588744583, 0.5208647561588738, 0.29971988795518206]}]	{'classifier__max_depth': 10, 'feature_selector__threshold': 0.01}
