classifier	selector	avg_performance_v	outer_scores_per_repeat	best_parameters
KNN	Variance Threshold	0.604	[{'fit_time': [0.8474349975585938, 0.8304367065429688, 0.8473730087280273], 'score_time': [0.0037217140197753906, 0.0034983158111572266, 0.0036575794219970703], 'test_accuracy': [0.6111111111111112, 0.6666666666666666, 0.6111111111111112], 'test_precision_macro': [0.6388888888888888, 0.6749999999999999, 0.625], 'test_recall_macro': [0.6666666666666666, 0.7142857142857143, 0.6964285714285715], 'test_f1_macro': [0.6262626262626263, 0.6851851851851851, 0.611111111111111]}, {'fit_time': [0.8411672115325928, 0.8506131172180176, 0.8308930397033691], 'score_time': [0.003651857376098633, 0.003586292266845703, 0.0035593509674072266], 'test_accuracy': [0.6111111111111112, 0.6111111111111112, 0.6111111111111112], 'test_precision_macro': [0.7222222222222222, 0.6555555555555556, 0.6388888888888888], 'test_recall_macro': [0.6666666666666666, 0.6666666666666666, 0.6904761904761904], 'test_f1_macro': [0.5555555555555555, 0.6257080610021787, 0.653968253968254]}, {'fit_time': [0.8274972438812256, 0.8307816982269287, 0.8528215885162354], 'score_time': [0.0036389827728271484, 0.0035698413848876953, 0.0035851001739501953], 'test_accuracy': [0.6111111111111112, 0.8333333333333334, 0.6666666666666666], 'test_precision_macro': [0.7000000000000001, 0.8301587301587302, 0.6843434343434343], 'test_recall_macro': [0.6309523809523809, 0.8571428571428572, 0.6805555555555555], 'test_f1_macro': [0.5834422657952069, 0.8384208384208384, 0.6481481481481481]}, {'fit_time': [0.8425650596618652, 0.8362569808959961, 0.8399357795715332], 'score_time': [0.0034775733947753906, 0.0035772323608398438, 0.0036423206329345703], 'test_accuracy': [0.5555555555555556, 0.3888888888888889, 0.4444444444444444], 'test_precision_macro': [0.5833333333333334, 0.4212121212121212, 0.5], 'test_recall_macro': [0.5833333333333334, 0.36904761904761907, 0.5595238095238095], 'test_f1_macro': [0.5833333333333334, 0.3703703703703704, 0.4684343434343434]}, {'fit_time': [0.8511712551116943, 0.8495628833770752, 0.8603274822235107], 'score_time': [0.003715991973876953, 0.003545045852661133, 0.003681659698486328], 'test_accuracy': [0.5, 0.6666666666666666, 0.6666666666666666], 'test_precision_macro': [0.6722222222222222, 0.7638888888888888, 0.6714285714285714], 'test_recall_macro': [0.5357142857142857, 0.6071428571428572, 0.7321428571428571], 'test_f1_macro': [0.48099415204678353, 0.6055555555555555, 0.6666666666666666]}, {'fit_time': [0.8223762512207031, 0.8313379287719727, 0.8153176307678223], 'score_time': [0.0035147666931152344, 0.0034952163696289062, 0.0034918785095214844], 'test_accuracy': [0.8333333333333334, 0.5555555555555556, 0.5], 'test_precision_macro': [0.8690476190476191, 0.5222222222222221, 0.5148148148148147], 'test_recall_macro': [0.8214285714285715, 0.5476190476190476, 0.6071428571428571], 'test_f1_macro': [0.8380952380952381, 0.5277777777777778, 0.5277777777777778]}, {'fit_time': [0.8262064456939697, 0.8660492897033691, 0.8207106590270996], 'score_time': [0.003514528274536133, 0.0036995410919189453, 0.0035707950592041016], 'test_accuracy': [0.7777777777777778, 0.5555555555555556, 0.6111111111111112], 'test_precision_macro': [0.7746031746031745, 0.6666666666666666, 0.6904761904761904], 'test_recall_macro': [0.8095238095238096, 0.5833333333333334, 0.6904761904761904], 'test_f1_macro': [0.7746031746031745, 0.5442265795206971, 0.6888888888888888]}, {'fit_time': [0.8189060688018799, 0.8362445831298828, 0.83677077293396], 'score_time': [0.0034189224243164062, 0.0036742687225341797, 0.003681659698486328], 'test_accuracy': [0.6666666666666666, 0.5555555555555556, 0.4444444444444444], 'test_precision_macro': [0.6603174603174603, 0.5666666666666668, 0.48412698412698413], 'test_recall_macro': [0.7142857142857143, 0.5833333333333334, 0.49603174603174605], 'test_f1_macro': [0.6714285714285714, 0.5666666666666665, 0.4323232323232323]}, {'fit_time': [0.8188421726226807, 0.8380470275878906, 0.8272676467895508], 'score_time': [0.003566265106201172, 0.0036797523498535156, 0.0035996437072753906], 'test_accuracy': [0.7222222222222222, 0.6111111111111112, 0.6666666666666666], 'test_precision_macro': [0.7638888888888888, 0.6555555555555556, 0.6666666666666666], 'test_recall_macro': [0.7619047619047619, 0.6666666666666666, 0.7321428571428571], 'test_f1_macro': [0.7313131313131315, 0.6257080610021787, 0.6654456654456654]}, {'fit_time': [0.8269064426422119, 0.8300964832305908, 0.8338868618011475], 'score_time': [0.003491640090942383, 0.003669261932373047, 0.0036690235137939453], 'test_accuracy': [0.5, 0.6111111111111112, 0.4444444444444444], 'test_precision_macro': [0.4904761904761905, 0.708994708994709, 0.46507936507936504], 'test_recall_macro': [0.5357142857142857, 0.6666666666666666, 0.42658730158730157], 'test_f1_macro': [0.5015873015873015, 0.5989057239057239, 0.4296296296296296]}]	{'classifier__n_neighbors': 1, 'classifier__weights': 'uniform', 'feature_selector__threshold': 0.01}
Logistic Regression	Variance Threshold	0.572	[{'fit_time': [0.7757689952850342, 0.7791953086853027, 0.7879993915557861], 'score_time': [0.0034475326538085938, 0.0041697025299072266, 0.00419926643371582], 'test_accuracy': [0.5555555555555556, 0.5, 0.6666666666666666], 'test_precision_macro': [0.5518518518518519, 0.3333333333333333, 0.47222222222222227], 'test_recall_macro': [0.5476190476190476, 0.42857142857142855, 0.5416666666666666], 'test_f1_macro': [0.5416666666666666, 0.36437246963562747, 0.48370927318295737]}, {'fit_time': [0.7665078639984131, 0.7639353275299072, 0.7657270431518555], 'score_time': [0.003462076187133789, 0.003380298614501953, 0.0034558773040771484], 'test_accuracy': [0.5555555555555556, 0.6111111111111112, 0.6666666666666666], 'test_precision_macro': [0.5476190476190476, 0.6083333333333334, 0.7651515151515151], 'test_recall_macro': [0.5476190476190476, 0.5952380952380952, 0.7440476190476191], 'test_f1_macro': [0.5476190476190476, 0.5925925925925926, 0.7222222222222222]}, {'fit_time': [0.7691056728363037, 0.7827777862548828, 0.7914793491363525], 'score_time': [0.0038874149322509766, 0.0034987926483154297, 0.003537893295288086], 'test_accuracy': [0.6111111111111112, 0.5555555555555556, 0.5], 'test_precision_macro': [0.4083333333333334, 0.5423280423280423, 0.5052910052910052], 'test_recall_macro': [0.5238095238095238, 0.5119047619047619, 0.4682539682539682], 'test_f1_macro': [0.45751633986928103, 0.509920634920635, 0.4777777777777778]}, {'fit_time': [0.774850606918335, 0.7916278839111328, 0.7746679782867432], 'score_time': [0.003668069839477539, 0.0035245418548583984, 0.0033011436462402344], 'test_accuracy': [0.6111111111111112, 0.6666666666666666, 0.3888888888888889], 'test_precision_macro': [0.6388888888888888, 0.7944444444444444, 0.43333333333333335], 'test_recall_macro': [0.6309523809523809, 0.6071428571428571, 0.37896825396825395], 'test_f1_macro': [0.6329059829059829, 0.6011695906432748, 0.3795518207282913]}, {'fit_time': [0.7827088832855225, 0.7743818759918213, 0.7706155776977539], 'score_time': [0.0035398006439208984, 0.003948688507080078, 0.0036568641662597656], 'test_accuracy': [0.3333333333333333, 0.3333333333333333, 0.8333333333333334], 'test_precision_macro': [0.3611111111111111, 0.2023809523809524, 0.8783068783068783], 'test_recall_macro': [0.3214285714285714, 0.28571428571428575, 0.7996031746031745], 'test_f1_macro': [0.31206804891015416, 0.21933621933621936, 0.8268907563025211]}, {'fit_time': [0.7916147708892822, 0.7807786464691162, 0.7719142436981201], 'score_time': [0.003551959991455078, 0.0034775733947753906, 0.003678560256958008], 'test_accuracy': [0.7222222222222222, 0.4444444444444444, 0.5], 'test_precision_macro': [0.7936507936507936, 0.47222222222222227, 0.5277777777777778], 'test_recall_macro': [0.6904761904761906, 0.4166666666666667, 0.5376984126984127], 'test_f1_macro': [0.7103174603174603, 0.40776182881446044, 0.49259259259259264]}, {'fit_time': [0.7888040542602539, 0.7939968109130859, 0.780750036239624], 'score_time': [0.003503084182739258, 0.0037505626678466797, 0.003312826156616211], 'test_accuracy': [0.7222222222222222, 0.4444444444444444, 0.6666666666666666], 'test_precision_macro': [0.7797619047619048, 0.3333333333333333, 0.7566137566137566], 'test_recall_macro': [0.7261904761904763, 0.38095238095238093, 0.6686507936507936], 'test_f1_macro': [0.746031746031746, 0.3317384370015949, 0.6972222222222223]}, {'fit_time': [0.7898128032684326, 0.7805423736572266, 0.7823681831359863], 'score_time': [0.0036194324493408203, 0.003914833068847656, 0.0034914016723632812], 'test_accuracy': [0.7222222222222222, 0.4444444444444444, 0.6666666666666666], 'test_precision_macro': [0.8055555555555555, 0.4444444444444445, 0.4973544973544974], 'test_recall_macro': [0.6547619047619048, 0.4166666666666667, 0.5297619047619048], 'test_f1_macro': [0.6499999999999999, 0.41876750700280113, 0.5126050420168068]}, {'fit_time': [0.7835299968719482, 0.7806413173675537, 0.7688572406768799], 'score_time': [0.003512144088745117, 0.00348663330078125, 0.003431081771850586], 'test_accuracy': [0.5555555555555556, 0.5555555555555556, 0.6666666666666666], 'test_precision_macro': [0.5333333333333333, 0.6237373737373737, 0.6851851851851851], 'test_recall_macro': [0.5119047619047619, 0.5833333333333334, 0.6686507936507936], 'test_f1_macro': [0.5002513826043238, 0.5685185185185185, 0.6552197802197802]}, {'fit_time': [0.768582820892334, 0.7850027084350586, 0.7799651622772217], 'score_time': [0.0036745071411132812, 0.003470897674560547, 0.0034110546112060547], 'test_accuracy': [0.5555555555555556, 0.6111111111111112, 0.5], 'test_precision_macro': [0.5793650793650793, 0.5515873015873015, 0.45555555555555555], 'test_recall_macro': [0.5476190476190476, 0.5595238095238094, 0.45634920634920634], 'test_f1_macro': [0.5587301587301587, 0.5523809523809523, 0.4398395721925134]}]	{'classifier__C': 0.5, 'feature_selector__threshold': 0.1}
SVM	Variance Threshold	0.622	[{'fit_time': [1.1653649806976318, 1.1716399192810059, 1.1571261882781982], 'score_time': [0.003395557403564453, 0.0037147998809814453, 0.003438711166381836], 'test_accuracy': [0.6666666666666666, 0.7222222222222222, 0.7222222222222222], 'test_precision_macro': [0.6666666666666666, 0.7166666666666667, 0.8611111111111112], 'test_recall_macro': [0.6785714285714285, 0.7261904761904762, 0.6527777777777778], 'test_f1_macro': [0.6484848484848484, 0.7111111111111109, 0.6686909581646424]}, {'fit_time': [1.1581487655639648, 1.1624553203582764, 1.1617319583892822], 'score_time': [0.0034627914428710938, 0.0051310062408447266, 0.0034589767456054688], 'test_accuracy': [0.6111111111111112, 0.6111111111111112, 0.7222222222222222], 'test_precision_macro': [0.611111111111111, 0.6111111111111112, 0.7222222222222222], 'test_recall_macro': [0.6309523809523809, 0.5952380952380952, 0.7162698412698413], 'test_f1_macro': [0.6102564102564102, 0.5948717948717949, 0.7103174603174603]}, {'fit_time': [1.1694324016571045, 1.1555228233337402, 1.1591134071350098], 'score_time': [0.0034799575805664062, 0.004122018814086914, 0.0034928321838378906], 'test_accuracy': [0.6666666666666666, 0.6111111111111112, 0.7222222222222222], 'test_precision_macro': [0.7929292929292929, 0.41991341991341996, 0.7361111111111112], 'test_recall_macro': [0.6071428571428571, 0.5238095238095238, 0.7797619047619048], 'test_f1_macro': [0.6119658119658119, 0.4603174603174603, 0.746031746031746]}, {'fit_time': [1.1595854759216309, 1.1839909553527832, 1.1726555824279785], 'score_time': [0.0036275386810302734, 0.0032548904418945312, 0.0035512447357177734], 'test_accuracy': [0.6111111111111112, 0.5555555555555556, 0.5], 'test_precision_macro': [0.6126984126984126, 0.6237373737373737, 0.6181818181818182], 'test_recall_macro': [0.6309523809523809, 0.5476190476190476, 0.5436507936507936], 'test_f1_macro': [0.6178266178266177, 0.5574795574795576, 0.4851851851851852]}, {'fit_time': [1.1489944458007812, 1.1584060192108154, 1.1742730140686035], 'score_time': [0.0034112930297851562, 0.004014015197753906, 0.003446817398071289], 'test_accuracy': [0.5555555555555556, 0.5, 0.7222222222222222], 'test_precision_macro': [0.5555555555555555, 0.3333333333333333, 0.7190476190476192], 'test_recall_macro': [0.6190476190476191, 0.42857142857142855, 0.7857142857142857], 'test_f1_macro': [0.5368191721132898, 0.36437246963562747, 0.7130647130647131]}, {'fit_time': [1.1460540294647217, 1.1570215225219727, 1.142209529876709], 'score_time': [0.003433704376220703, 0.0034339427947998047, 0.0033750534057617188], 'test_accuracy': [0.8333333333333334, 0.4444444444444444, 0.4444444444444444], 'test_precision_macro': [0.8611111111111112, 0.4666666666666666, 0.5878787878787879], 'test_recall_macro': [0.8571428571428572, 0.4166666666666667, 0.49603174603174605], 'test_f1_macro': [0.8564102564102564, 0.4218200100553042, 0.5173789173789174]}, {'fit_time': [1.1771721839904785, 1.1808342933654785, 1.17295241355896], 'score_time': [0.003526449203491211, 0.003511667251586914, 0.003580808639526367], 'test_accuracy': [0.7222222222222222, 0.5, 0.7222222222222222], 'test_precision_macro': [0.7797619047619048, 0.4873737373737373, 0.7261904761904763], 'test_recall_macro': [0.7261904761904763, 0.46428571428571425, 0.7797619047619048], 'test_f1_macro': [0.746031746031746, 0.43888888888888883, 0.746031746031746]}, {'fit_time': [1.184093713760376, 1.1853184700012207, 1.1672873497009277], 'score_time': [0.0036296844482421875, 0.0038428306579589844, 0.0032563209533691406], 'test_accuracy': [0.7222222222222222, 0.3888888888888889, 0.7222222222222222], 'test_precision_macro': [0.7222222222222222, 0.4063492063492064, 0.6666666666666666], 'test_recall_macro': [0.6904761904761906, 0.4047619047619048, 0.6468253968253969], 'test_f1_macro': [0.696886446886447, 0.3952380952380952, 0.6468253968253967]}, {'fit_time': [1.1432180404663086, 1.162369728088379, 1.1757824420928955], 'score_time': [0.0034952163696289062, 0.003466367721557617, 0.003464937210083008], 'test_accuracy': [0.6111111111111112, 0.5555555555555556, 0.6666666666666666], 'test_precision_macro': [0.5888888888888889, 0.6237373737373737, 0.6749999999999999], 'test_recall_macro': [0.5952380952380952, 0.5833333333333334, 0.6686507936507936], 'test_f1_macro': [0.5833333333333334, 0.5685185185185185, 0.6452991452991452]}, {'fit_time': [1.162193775177002, 1.1583678722381592, 1.1644396781921387], 'score_time': [0.0033032894134521484, 0.003407716751098633, 0.003354310989379883], 'test_accuracy': [0.5555555555555556, 0.7777777777777778, 0.5], 'test_precision_macro': [0.5888888888888889, 0.7583333333333333, 0.45959595959595956], 'test_recall_macro': [0.5476190476190477, 0.7738095238095237, 0.45634920634920634], 'test_f1_macro': [0.5532212885154061, 0.7555555555555555, 0.442849548112706]}]	{'classifier__C': 0.1, 'classifier__kernel': 'linear', 'feature_selector__threshold': 0.1}
Random Forest	Variance Threshold	0.465	[{'fit_time': [5.4571006298065186, 5.510882616043091, 5.451617956161499], 'score_time': [0.0039670467376708984, 0.004389047622680664, 0.003743410110473633], 'test_accuracy': [0.3333333333333333, 0.5555555555555556, 0.6111111111111112], 'test_precision_macro': [0.22857142857142856, 0.6904761904761904, 0.654040404040404], 'test_recall_macro': [0.2857142857142857, 0.5119047619047619, 0.7023809523809524], 'test_f1_macro': [0.25210084033613445, 0.5198879551820728, 0.6291486291486291]}, {'fit_time': [5.454884052276611, 5.483171224594116, 5.50872278213501], 'score_time': [0.003991365432739258, 0.004133939743041992, 0.0037479400634765625], 'test_accuracy': [0.5555555555555556, 0.4444444444444444, 0.7222222222222222], 'test_precision_macro': [0.5380952380952381, 0.4444444444444444, 0.8232323232323232], 'test_recall_macro': [0.5476190476190477, 0.4166666666666667, 0.6527777777777778], 'test_f1_macro': [0.5400895400895401, 0.4097536450477626, 0.6640211640211641]}, {'fit_time': [5.564902305603027, 5.506485462188721, 5.520231008529663], 'score_time': [0.003901243209838867, 0.00396275520324707, 0.004450082778930664], 'test_accuracy': [0.5555555555555556, 0.6111111111111112, 0.5], 'test_precision_macro': [0.5423280423280423, 0.6388888888888888, 0.5], 'test_recall_macro': [0.5119047619047619, 0.5952380952380952, 0.47420634920634924], 'test_f1_macro': [0.509920634920635, 0.5694235588972432, 0.47226890756302514]}, {'fit_time': [5.5136120319366455, 5.455886602401733, 5.500334739685059], 'score_time': [0.0038216114044189453, 0.00392603874206543, 0.0036878585815429688], 'test_accuracy': [0.3888888888888889, 0.3888888888888889, 0.3333333333333333], 'test_precision_macro': [0.4166666666666667, 0.3666666666666667, 0.3333333333333333], 'test_recall_macro': [0.44047619047619047, 0.4047619047619047, 0.33134920634920634], 'test_f1_macro': [0.37407407407407406, 0.38148148148148153, 0.31949531949531945]}, {'fit_time': [5.5562663078308105, 5.483898401260376, 5.5414628982543945], 'score_time': [0.00495147705078125, 0.004048824310302734, 0.0038487911224365234], 'test_accuracy': [0.2777777777777778, 0.4444444444444444, 0.3333333333333333], 'test_precision_macro': [0.16883116883116886, 0.3515151515151515, 0.38888888888888884], 'test_recall_macro': [0.23809523809523805, 0.38095238095238093, 0.33730158730158727], 'test_f1_macro': [0.19576719576719573, 0.35185185185185186, 0.33922558922558926]}, {'fit_time': [5.567054033279419, 5.5444018840789795, 5.517743110656738], 'score_time': [0.0037834644317626953, 0.004598379135131836, 0.003850221633911133], 'test_accuracy': [0.4444444444444444, 0.4444444444444444, 0.3888888888888889], 'test_precision_macro': [0.4583333333333333, 0.4515151515151515, 0.3952380952380952], 'test_recall_macro': [0.4523809523809524, 0.4166666666666667, 0.44246031746031744], 'test_f1_macro': [0.4538461538461538, 0.4074074074074074, 0.4047619047619047]}, {'fit_time': [5.463071823120117, 5.511664390563965, 5.478333473205566], 'score_time': [0.004851818084716797, 0.003952980041503906, 0.004336357116699219], 'test_accuracy': [0.3888888888888889, 0.3888888888888889, 0.3333333333333333], 'test_precision_macro': [0.25833333333333336, 0.27619047619047615, 0.5026455026455027], 'test_recall_macro': [0.3333333333333333, 0.3333333333333333, 0.40079365079365076], 'test_f1_macro': [0.2901960784313726, 0.29971988795518206, 0.4388888888888889]}, {'fit_time': [5.521260976791382, 5.531539678573608, 5.481279373168945], 'score_time': [0.0040111541748046875, 0.004232168197631836, 0.0040967464447021484], 'test_accuracy': [0.5555555555555556, 0.6666666666666666, 0.2777777777777778], 'test_precision_macro': [0.5423280423280423, 0.7929292929292929, 0.17777777777777778], 'test_recall_macro': [0.5119047619047619, 0.6071428571428571, 0.23214285714285712], 'test_f1_macro': [0.509920634920635, 0.6119658119658119, 0.19163292847503377]}, {'fit_time': [5.513896703720093, 5.49874472618103, 5.524530649185181], 'score_time': [0.003876209259033203, 0.0038127899169921875, 0.004487037658691406], 'test_accuracy': [0.5555555555555556, 0.3333333333333333, 0.6666666666666666], 'test_precision_macro': [0.5416666666666666, 0.20707070707070707, 0.712121212121212], 'test_recall_macro': [0.5476190476190476, 0.28571428571428575, 0.6805555555555555], 'test_f1_macro': [0.5427350427350427, 0.23646723646723647, 0.6315536315536315]}, {'fit_time': [5.408818006515503, 5.483494758605957, 5.414982080459595], 'score_time': [0.003699064254760742, 0.0038225650787353516, 0.003867626190185547], 'test_accuracy': [0.5, 0.5555555555555556, 0.3888888888888889], 'test_precision_macro': [0.5, 0.4222222222222222, 0.26666666666666666], 'test_recall_macro': [0.46428571428571425, 0.4761904761904761, 0.3273809523809524], 'test_f1_macro': [0.46103569632981395, 0.4404223227752639, 0.2865761689291101]}]	{'classifier__max_depth': None, 'classifier__n_estimators': 20, 'feature_selector__threshold': 0.001}
Decision Tree	Variance Threshold	0.439	[{'fit_time': [0.4407079219818115, 0.4359903335571289, 0.43117618560791016], 'score_time': [0.003290891647338867, 0.0032520294189453125, 0.003237009048461914], 'test_accuracy': [0.3888888888888889, 0.3333333333333333, 0.4444444444444444], 'test_precision_macro': [0.30357142857142855, 0.3444444444444444, 0.4814814814814814], 'test_recall_macro': [0.3333333333333333, 0.35714285714285715, 0.49603174603174605], 'test_f1_macro': [0.31746031746031744, 0.34722222222222215, 0.436026936026936]}, {'fit_time': [0.4215116500854492, 0.4335052967071533, 0.4485177993774414], 'score_time': [0.0031816959381103516, 0.003278493881225586, 0.0032739639282226562], 'test_accuracy': [0.6111111111111112, 0.3888888888888889, 0.4444444444444444], 'test_precision_macro': [0.6083333333333334, 0.38730158730158726, 0.38888888888888884], 'test_recall_macro': [0.630952380952381, 0.4047619047619048, 0.4384920634920635], 'test_f1_macro': [0.611111111111111, 0.3935693935693936, 0.3822434875066454]}, {'fit_time': [0.43936681747436523, 0.44015049934387207, 0.4419262409210205], 'score_time': [0.003286123275756836, 0.0032341480255126953, 0.0031511783599853516], 'test_accuracy': [0.6111111111111112, 0.4444444444444444, 0.2222222222222222], 'test_precision_macro': [0.5575396825396826, 0.4166666666666667, 0.17777777777777778], 'test_recall_macro': [0.5595238095238095, 0.4166666666666667, 0.25396825396825395], 'test_f1_macro': [0.5555555555555555, 0.414957264957265, 0.20833333333333334]}, {'fit_time': [0.4381740093231201, 0.4373631477355957, 0.43100571632385254], 'score_time': [0.003141164779663086, 0.0030999183654785156, 0.003154754638671875], 'test_accuracy': [0.4444444444444444, 0.3888888888888889, 0.5], 'test_precision_macro': [0.4444444444444444, 0.2916666666666667, 0.4685185185185185], 'test_recall_macro': [0.4523809523809524, 0.3333333333333333, 0.47420634920634924], 'test_f1_macro': [0.4323232323232323, 0.3111111111111111, 0.4574175824175824]}, {'fit_time': [0.44245195388793945, 0.43688416481018066, 0.44712400436401367], 'score_time': [0.0031571388244628906, 0.0031931400299072266, 0.003205537796020508], 'test_accuracy': [0.6111111111111112, 0.3888888888888889, 0.4444444444444444], 'test_precision_macro': [0.621031746031746, 0.291005291005291, 0.49444444444444446], 'test_recall_macro': [0.5952380952380952, 0.3333333333333333, 0.5535714285714285], 'test_f1_macro': [0.6031746031746031, 0.30952380952380953, 0.4444444444444444]}, {'fit_time': [0.4521172046661377, 0.4450244903564453, 0.4399561882019043], 'score_time': [0.003204822540283203, 0.0031757354736328125, 0.003077268600463867], 'test_accuracy': [0.3888888888888889, 0.2777777777777778, 0.3888888888888889], 'test_precision_macro': [0.3952380952380952, 0.2333333333333333, 0.38888888888888884], 'test_recall_macro': [0.4404761904761904, 0.23809523809523805, 0.37896825396825395], 'test_f1_macro': [0.4063492063492063, 0.2333333333333333, 0.37896825396825395]}, {'fit_time': [0.45748114585876465, 0.4602682590484619, 0.44226908683776855], 'score_time': [0.003248929977416992, 0.0031752586364746094, 0.0031507015228271484], 'test_accuracy': [0.5555555555555556, 0.3888888888888889, 0.3888888888888889], 'test_precision_macro': [0.5833333333333334, 0.41111111111111115, 0.373015873015873], 'test_recall_macro': [0.5119047619047619, 0.36904761904761907, 0.3849206349206349], 'test_f1_macro': [0.5034556087187666, 0.3705379587732529, 0.37777777777777777]}, {'fit_time': [0.44849538803100586, 0.4460785388946533, 0.444380521774292], 'score_time': [0.0031664371490478516, 0.003217458724975586, 0.003157377243041992], 'test_accuracy': [0.6111111111111112, 0.5555555555555556, 0.4444444444444444], 'test_precision_macro': [0.6083333333333334, 0.5972222222222222, 0.5], 'test_recall_macro': [0.5952380952380952, 0.5833333333333334, 0.49007936507936506], 'test_f1_macro': [0.5925925925925926, 0.5536130536130536, 0.44172494172494176]}, {'fit_time': [0.4346301555633545, 0.4422156810760498, 0.45056796073913574], 'score_time': [0.0031270980834960938, 0.0031151771545410156, 0.003045320510864258], 'test_accuracy': [0.2777777777777778, 0.5, 0.5555555555555556], 'test_precision_macro': [0.30833333333333335, 0.5181818181818182, 0.5429292929292929], 'test_recall_macro': [0.2738095238095238, 0.46428571428571425, 0.5218253968253969], 'test_f1_macro': [0.27777777777777773, 0.46296296296296297, 0.49999999999999994]}, {'fit_time': [0.44106221199035645, 0.4562549591064453, 0.45465993881225586], 'score_time': [0.003175497055053711, 0.003139019012451172, 0.003158092498779297], 'test_accuracy': [0.3888888888888889, 0.3333333333333333, 0.4444444444444444], 'test_precision_macro': [0.28484848484848485, 0.33134920634920634, 0.3333333333333333], 'test_recall_macro': [0.4047619047619048, 0.3214285714285714, 0.36309523809523814], 'test_f1_macro': [0.3333333333333333, 0.32380952380952377, 0.33893557422969184]}]	{'classifier__max_depth': None, 'feature_selector__threshold': 0.01}
