window_size,classifier,selector,best_parameters,source_file,mean_accuracy,std_accuracy,mean_precision_macro,std_precision_macro,mean_recall_macro,std_recall_macro,mean_f1_macro,std_f1_macro
1,Decision Tree,Variance Threshold,"{'classifier__max_depth': 10, 'feature_selector__threshold': 0.1}",CLASSIFIED_bouldering_summary_1_(12_12_11)_in5_out3.tsv,0.44444444444444453,0.11828681053830602,0.45651334776334784,0.15760257093935562,0.44543650793650796,0.10775685085267539,0.4241481866531223,0.11773616208517117
1,KNN,Variance Threshold,"{'classifier__n_neighbors': 1, 'classifier__weights': 'uniform', 'feature_selector__threshold': 0.1}",CLASSIFIED_bouldering_summary_1_(12_12_11)_in5_out3.tsv,0.5407407407407407,0.12744185580803893,0.5381597723264391,0.13861794692034402,0.5406746031746031,0.14037447181179613,0.5177419016789501,0.13976366758382933
1,KNN,Variance Threshold,"{'classifier__n_neighbors': 1, 'classifier__weights': 'uniform', 'feature_selector__threshold': 0.1}",CLASSIFIED_bouldering_summary_1_(12_16_59)_in5_out3.tsv,0.5407407407407407,0.12744185580803893,0.5381597723264391,0.13861794692034402,0.5406746031746031,0.14037447181179613,0.5177419016789501,0.13976366758382933
1,Logistic Regression,Variance Threshold,"{'classifier__C': 0.1, 'feature_selector__threshold': 0.05}",CLASSIFIED_bouldering_summary_1_(12_12_11)_in5_out3.tsv,0.47962962962962963,0.13569159334609163,0.46768469185135847,0.1785928506215533,0.4542328042328043,0.1405203997832415,0.44114186199841515,0.14865578681052244
1,Logistic Regression,Variance Threshold,"{'classifier__C': 0.1, 'feature_selector__threshold': 0.05}",CLASSIFIED_bouldering_summary_1_(12_16_59)_in5_out3.tsv,0.47962962962962963,0.13569159334609163,0.46768469185135847,0.1785928506215533,0.4542328042328043,0.1405203997832415,0.44114186199841515,0.14865578681052244
1,Random Forest,Variance Threshold,"{'classifier__max_depth': 20, 'classifier__n_estimators': 50, 'feature_selector__threshold': 0.01}",CLASSIFIED_bouldering_summary_1_(12_12_11)_in5_out3.tsv,0.48148148148148157,0.10670266882139211,0.49600883684217023,0.15161636530516157,0.47440476190476205,0.11029598730912425,0.4563448549310262,0.11486283700834893
1,SVM,Variance Threshold,"{'classifier__C': 10, 'classifier__kernel': 'rbf', 'feature_selector__threshold': 0.001}",CLASSIFIED_bouldering_summary_1_(12_12_11)_in5_out3.tsv,0.5166666666666667,0.10555555555555556,0.5470879429212764,0.14258788182544477,0.5147486772486772,0.12313282047042667,0.5043550156604852,0.12015050121130569
5,Decision Tree,ANOVA,"{'classifier__max_depth': None, 'feature_selector__k': 25}",CLASSIFIED_bouldering_summary_5_(12_12_43)_in5_out3.tsv,0.4962962962962963,0.10337248694039157,0.4783099616432949,0.1255188791776025,0.4663359788359788,0.09848345528411681,0.4510485694025425,0.10715601970812123
5,KNN,ANOVA,"{'classifier__n_neighbors': 5, 'classifier__weights': 'distance', 'feature_selector__k': 25}",CLASSIFIED_bouldering_summary_5_(12_12_43)_in5_out3.tsv,0.4777777777777778,0.1213775526531403,0.46274691358024694,0.14646403696848057,0.4572751322751323,0.12973898044083507,0.4445300391043425,0.13112184124419793
5,Logistic Regression,ANOVA,"{'classifier__C': 10, 'feature_selector__k': 25}",CLASSIFIED_bouldering_summary_5_(12_12_43)_in5_out3.tsv,0.4925925925925926,0.12565329965694352,0.4378248911582244,0.1626655298800261,0.451984126984127,0.12798095844446475,0.4256483206431606,0.13622025863421078
