classifier	selector	avg_performance_v	outer_scores_per_repeat	best_parameters
KNN	Variance Threshold	0.546	[{'fit_time': [4.329358816146851, 4.274277925491333, 4.197221994400024], 'score_time': [0.009226560592651367, 0.009068727493286133, 0.009150028228759766], 'test_accuracy': [0.5555555555555556, 0.6111111111111112, 0.3888888888888889], 'test_precision_macro': [0.5793650793650794, 0.611111111111111, 0.36904761904761907], 'test_recall_macro': [0.6190476190476191, 0.6666666666666666, 0.3670634920634921], 'test_f1_macro': [0.5535353535353535, 0.6256410256410255, 0.34949494949494947]}, {'fit_time': [4.656565189361572, 4.222361087799072, 4.225881099700928], 'score_time': [0.009839534759521484, 0.008891582489013672, 0.009300470352172852], 'test_accuracy': [0.5, 0.5, 0.6666666666666666], 'test_precision_macro': [0.5555555555555555, 0.5376984126984127, 0.7185185185185184], 'test_recall_macro': [0.5357142857142857, 0.5357142857142857, 0.7380952380952381], 'test_f1_macro': [0.49230769230769234, 0.4904761904761905, 0.6805555555555555]}, {'fit_time': [4.363156318664551, 4.19518256187439, 4.17893123626709], 'score_time': [0.009015321731567383, 0.009015083312988281, 0.008727788925170898], 'test_accuracy': [0.6666666666666666, 0.6111111111111112, 0.5], 'test_precision_macro': [0.6686507936507936, 0.625, 0.5174603174603174], 'test_recall_macro': [0.6428571428571429, 0.630952380952381, 0.5376984126984127], 'test_f1_macro': [0.6507936507936508, 0.604040404040404, 0.4923076923076923]}, {'fit_time': [4.256351470947266, 4.199609279632568, 4.190006732940674], 'score_time': [0.009419441223144531, 0.009146928787231445, 0.00911712646484375], 'test_accuracy': [0.5555555555555556, 0.6666666666666666, 0.3333333333333333], 'test_precision_macro': [0.5981481481481481, 0.7481481481481481, 0.26666666666666666], 'test_recall_macro': [0.6190476190476191, 0.7142857142857143, 0.2738095238095238], 'test_f1_macro': [0.5536130536130536, 0.6697746697746698, 0.2594268476621418]}, {'fit_time': [4.148484945297241, 4.446088075637817, 4.200252056121826], 'score_time': [0.008832693099975586, 0.008980751037597656, 0.008989334106445312], 'test_accuracy': [0.6111111111111112, 0.4444444444444444, 0.5], 'test_precision_macro': [0.7000000000000001, 0.4444444444444444, 0.5158730158730159], 'test_recall_macro': [0.5952380952380952, 0.48809523809523814, 0.6130952380952381], 'test_f1_macro': [0.6113624937154348, 0.4564102564102564, 0.4714285714285715]}, {'fit_time': [4.227104902267456, 4.238159418106079, 4.220700979232788], 'score_time': [0.009467124938964844, 0.00926065444946289, 0.00870966911315918], 'test_accuracy': [0.6666666666666666, 0.5555555555555556, 0.5555555555555556], 'test_precision_macro': [0.6793650793650793, 0.5833333333333334, 0.565079365079365], 'test_recall_macro': [0.7142857142857143, 0.5833333333333334, 0.6488095238095238], 'test_f1_macro': [0.6697746697746697, 0.5346003898635477, 0.5589743589743589]}, {'fit_time': [4.15096640586853, 4.196480751037598, 4.21245813369751], 'score_time': [0.008742809295654297, 0.008859872817993164, 0.008669376373291016], 'test_accuracy': [0.6666666666666666, 0.6111111111111112, 0.4444444444444444], 'test_precision_macro': [0.7083333333333334, 0.6309523809523809, 0.4583333333333333], 'test_recall_macro': [0.6785714285714285, 0.6666666666666666, 0.49007936507936506], 'test_f1_macro': [0.6646464646464646, 0.6147186147186147, 0.4538461538461538]}, {'fit_time': [4.266753911972046, 4.198096036911011, 4.215749979019165], 'score_time': [0.008907318115234375, 0.009315013885498047, 0.009019613265991211], 'test_accuracy': [0.7222222222222222, 0.5, 0.5555555555555556], 'test_precision_macro': [0.7092592592592593, 0.4682539682539682, 0.546031746031746], 'test_recall_macro': [0.7261904761904762, 0.5714285714285714, 0.5793650793650794], 'test_f1_macro': [0.6957070707070706, 0.4868686868686869, 0.5476190476190476]}, {'fit_time': [4.198806285858154, 4.171504974365234, 4.17578125], 'score_time': [0.00872182846069336, 0.008596420288085938, 0.008817434310913086], 'test_accuracy': [0.3888888888888889, 0.4444444444444444, 0.5555555555555556], 'test_precision_macro': [0.398989898989899, 0.3181818181818182, 0.5833333333333334], 'test_recall_macro': [0.4761904761904761, 0.48809523809523814, 0.6488095238095238], 'test_f1_macro': [0.3656565656565656, 0.38518518518518513, 0.557142857142857]}, {'fit_time': [4.209957599639893, 4.208404541015625, 4.271915674209595], 'score_time': [0.008878946304321289, 0.00919795036315918, 0.009048938751220703], 'test_accuracy': [0.4444444444444444, 0.6111111111111112, 0.5555555555555556], 'test_precision_macro': [0.41111111111111115, 0.6904761904761904, 0.5833333333333334], 'test_recall_macro': [0.4166666666666667, 0.6666666666666666, 0.5853174603174603], 'test_f1_macro': [0.4024276377217553, 0.6202020202020203, 0.5380952380952381]}]	{'classifier__n_neighbors': 5, 'classifier__weights': 'distance', 'feature_selector__threshold': 0.05}
Logistic Regression	Variance Threshold	0.554	[{'fit_time': [5.6222617626190186, 5.549741983413696, 5.642408132553101], 'score_time': [0.00802922248840332, 0.009366035461425781, 0.008237361907958984], 'test_accuracy': [0.6666666666666666, 0.5555555555555556, 0.6666666666666666], 'test_precision_macro': [0.7555555555555555, 0.4166666666666667, 0.7685185185185185], 'test_recall_macro': [0.6428571428571429, 0.4761904761904762, 0.5992063492063492], 'test_f1_macro': [0.6626445449974862, 0.404040404040404, 0.625]}, {'fit_time': [5.641222953796387, 5.780008554458618, 5.62097954750061], 'score_time': [0.00832819938659668, 0.008251667022705078, 0.008411169052124023], 'test_accuracy': [0.6111111111111112, 0.6111111111111112, 0.6666666666666666], 'test_precision_macro': [0.5899470899470899, 0.5972222222222222, 0.7944444444444446], 'test_recall_macro': [0.5595238095238095, 0.5952380952380952, 0.611111111111111], 'test_f1_macro': [0.5575396825396827, 0.594017094017094, 0.6174089068825911]}, {'fit_time': [5.5265045166015625, 5.608901500701904, 5.627403259277344], 'score_time': [0.008099079132080078, 0.008205890655517578, 0.008142709732055664], 'test_accuracy': [0.6666666666666666, 0.6111111111111112, 0.5555555555555556], 'test_precision_macro': [0.6626984126984127, 0.708994708994709, 0.6851851851851851], 'test_recall_macro': [0.6428571428571428, 0.5952380952380952, 0.5099206349206349], 'test_f1_macro': [0.6476190476190475, 0.621031746031746, 0.5405228758169934]}, {'fit_time': [5.5197203159332275, 5.606497526168823, 5.501312017440796], 'score_time': [0.008451223373413086, 0.007959604263305664, 0.008063554763793945], 'test_accuracy': [0.5555555555555556, 0.6111111111111112, 0.3888888888888889], 'test_precision_macro': [0.38888888888888884, 0.6296296296296297, 0.3055555555555556], 'test_recall_macro': [0.4761904761904761, 0.5952380952380952, 0.32142857142857145], 'test_f1_macro': [0.41565452091767874, 0.603937728937729, 0.28654970760233917]}, {'fit_time': [5.55234956741333, 5.586432456970215, 5.545758008956909], 'score_time': [0.009436845779418945, 0.008069753646850586, 0.008227825164794922], 'test_accuracy': [0.3333333333333333, 0.5, 0.6666666666666666], 'test_precision_macro': [0.2222222222222222, 0.6538461538461539, 0.7000000000000001], 'test_recall_macro': [0.2857142857142857, 0.46428571428571425, 0.6626984126984127], 'test_f1_macro': [0.25, 0.4545454545454546, 0.6551226551226551]}, {'fit_time': [5.706570148468018, 5.607450723648071, 5.539259433746338], 'score_time': [0.008354663848876953, 0.008503198623657227, 0.008315324783325195], 'test_accuracy': [0.5555555555555556, 0.4444444444444444, 0.6111111111111112], 'test_precision_macro': [0.6904761904761904, 0.43162393162393164, 0.6309523809523809], 'test_recall_macro': [0.5119047619047619, 0.4166666666666667, 0.6904761904761904], 'test_f1_macro': [0.5198879551820728, 0.37777777777777777, 0.6539682539682539]}, {'fit_time': [5.585842609405518, 5.644876480102539, 5.514113187789917], 'score_time': [0.008230447769165039, 0.008041143417358398, 0.008020877838134766], 'test_accuracy': [0.5555555555555556, 0.5555555555555556, 0.6111111111111112], 'test_precision_macro': [0.6237373737373737, 0.6515151515151515, 0.5899470899470899], 'test_recall_macro': [0.5476190476190476, 0.5833333333333334, 0.5575396825396826], 'test_f1_macro': [0.5574795574795576, 0.5921115921115921, 0.563888888888889]}, {'fit_time': [5.557118892669678, 5.4681713581085205, 5.600767374038696], 'score_time': [0.008655786514282227, 0.007982015609741211, 0.00794219970703125], 'test_accuracy': [0.4444444444444444, 0.3888888888888889, 0.4444444444444444], 'test_precision_macro': [0.2916666666666667, 0.4424603174603174, 0.35714285714285715], 'test_recall_macro': [0.38095238095238093, 0.4047619047619048, 0.35714285714285715], 'test_f1_macro': [0.3294117647058823, 0.41904761904761906, 0.35555555555555557]}, {'fit_time': [5.791823148727417, 5.725519895553589, 5.424957513809204], 'score_time': [0.008278369903564453, 0.008154153823852539, 0.00804281234741211], 'test_accuracy': [0.5555555555555556, 0.5, 0.5555555555555556], 'test_precision_macro': [0.5317460317460317, 0.5, 0.5833333333333334], 'test_recall_macro': [0.5119047619047619, 0.46428571428571425, 0.5853174603174603], 'test_f1_macro': [0.503968253968254, 0.442849548112706, 0.5532212885154061]}, {'fit_time': [5.467925310134888, 5.681640863418579, 5.467270374298096], 'score_time': [0.008040666580200195, 0.00858163833618164, 0.008013486862182617], 'test_accuracy': [0.6111111111111112, 0.5555555555555556, 0.5555555555555556], 'test_precision_macro': [0.708994708994709, 0.3722943722943723, 0.5555555555555555], 'test_recall_macro': [0.5952380952380952, 0.4761904761904761, 0.5099206349206349], 'test_f1_macro': [0.621031746031746, 0.4126984126984126, 0.5236467236467236]}]	{'classifier__C': 0.1, 'feature_selector__threshold': 0.001}
SVM	Variance Threshold	0.511	[{'fit_time': [6.537051677703857, 6.63353967666626, 6.508635759353638], 'score_time': [0.010858535766601562, 0.010025501251220703, 0.00845193862915039], 'test_accuracy': [0.3888888888888889, 0.5, 0.5555555555555556], 'test_precision_macro': [0.12962962962962962, 0.4791666666666667, 0.39814814814814814], 'test_recall_macro': [0.3333333333333333, 0.42857142857142855, 0.44047619047619047], 'test_f1_macro': [0.18666666666666668, 0.35104669887278583, 0.4166666666666667]}, {'fit_time': [6.355143308639526, 6.4092323780059814, 6.5673205852508545], 'score_time': [0.008449316024780273, 0.008591413497924805, 0.008831024169921875], 'test_accuracy': [0.7222222222222222, 0.6666666666666666, 0.7222222222222222], 'test_precision_macro': [0.7261904761904763, 0.6428571428571429, 0.8611111111111112], 'test_recall_macro': [0.7261904761904763, 0.6428571428571429, 0.7916666666666666], 'test_f1_macro': [0.7261904761904763, 0.6428571428571429, 0.7607655502392344]}, {'fit_time': [6.444254636764526, 6.4755699634552, 6.489032983779907], 'score_time': [0.010903358459472656, 0.00967550277709961, 0.009149789810180664], 'test_accuracy': [0.5, 0.4444444444444444, 0.4444444444444444], 'test_precision_macro': [0.37777777777777777, 0.30952380952380953, 0.29437229437229434], 'test_recall_macro': [0.42857142857142855, 0.38095238095238093, 0.36309523809523814], 'test_f1_macro': [0.34545454545454546, 0.3116883116883117, 0.3185185185185185]}, {'fit_time': [6.471145153045654, 6.4899632930755615, 6.502801418304443], 'score_time': [0.008626461029052734, 0.009864330291748047, 0.008616447448730469], 'test_accuracy': [0.6666666666666666, 0.5, 0.3888888888888889], 'test_precision_macro': [0.7555555555555555, 0.4791666666666667, 0.41111111111111115], 'test_recall_macro': [0.6428571428571428, 0.42857142857142855, 0.4484126984126984], 'test_f1_macro': [0.6626445449974862, 0.35104669887278583, 0.41804029304029305]}, {'fit_time': [6.406874895095825, 6.478463888168335, 6.39672327041626], 'score_time': [0.00915980339050293, 0.008486032485961914, 0.008526086807250977], 'test_accuracy': [0.3333333333333333, 0.5, 0.5555555555555556], 'test_precision_macro': [0.2222222222222222, 0.6538461538461539, 0.5740740740740741], 'test_recall_macro': [0.2857142857142857, 0.46428571428571425, 0.6369047619047619], 'test_f1_macro': [0.25, 0.4545454545454546, 0.5516339869281045]}, {'fit_time': [6.3999083042144775, 6.446435451507568, 6.5788116455078125], 'score_time': [0.011185169219970703, 0.008693695068359375, 0.00880122184753418], 'test_accuracy': [0.4444444444444444, 0.4444444444444444, 0.5], 'test_precision_macro': [0.4705882352941176, 0.32051282051282054, 0.5370370370370371], 'test_recall_macro': [0.38095238095238093, 0.4523809523809524, 0.5376984126984127], 'test_f1_macro': [0.2777777777777778, 0.3666666666666667, 0.5317460317460317]}, {'fit_time': [6.504484176635742, 6.484588146209717, 6.388563871383667], 'score_time': [0.008630752563476562, 0.008632898330688477, 0.009654521942138672], 'test_accuracy': [0.6111111111111112, 0.3888888888888889, 0.5], 'test_precision_macro': [0.6666666666666666, 0.3833333333333333, 0.3333333333333333], 'test_recall_macro': [0.6309523809523809, 0.4047619047619047, 0.3988095238095238], 'test_f1_macro': [0.6278966131907308, 0.38413547237076645, 0.362962962962963]}, {'fit_time': [6.350033283233643, 6.464322328567505, 6.488175392150879], 'score_time': [0.008557319641113281, 0.008931636810302734, 0.008606672286987305], 'test_accuracy': [0.5, 0.4444444444444444, 0.4444444444444444], 'test_precision_macro': [0.6435185185185185, 0.49007936507936506, 0.4166666666666667], 'test_recall_macro': [0.46428571428571425, 0.4523809523809524, 0.42658730158730157], 'test_f1_macro': [0.47500000000000003, 0.4666666666666666, 0.4158730158730159]}, {'fit_time': [6.403787851333618, 6.3765904903411865, 6.430051565170288], 'score_time': [0.00846242904663086, 0.008306264877319336, 0.008804798126220703], 'test_accuracy': [0.5, 0.5555555555555556, 0.5555555555555556], 'test_precision_macro': [0.4777777777777777, 0.611111111111111, 0.5833333333333334], 'test_recall_macro': [0.46428571428571425, 0.5476190476190476, 0.5853174603174603], 'test_f1_macro': [0.44896933132227246, 0.5343358395989974, 0.5532212885154061]}, {'fit_time': [6.484801292419434, 6.481319904327393, 6.632359266281128], 'score_time': [0.010790348052978516, 0.010917901992797852, 0.008791685104370117], 'test_accuracy': [0.4444444444444444, 0.5555555555555556, 0.5555555555555556], 'test_precision_macro': [0.30952380952380953, 0.37948717948717947, 0.5555555555555555], 'test_recall_macro': [0.38095238095238093, 0.4761904761904762, 0.5099206349206349], 'test_f1_macro': [0.3116883116883117, 0.4000000000000001, 0.5236467236467236]}]	{'classifier__C': 0.001, 'classifier__kernel': 'linear', 'feature_selector__threshold': 0.01}
Random Forest	Variance Threshold	0.498	[{'fit_time': [16.20461678504944, 16.200960874557495, 16.192880392074585], 'score_time': [0.008320331573486328, 0.009047746658325195, 0.009837627410888672], 'test_accuracy': [0.3888888888888889, 0.5, 0.3888888888888889], 'test_precision_macro': [0.291005291005291, 0.5, 0.25833333333333336], 'test_recall_macro': [0.3333333333333333, 0.46428571428571425, 0.30952380952380953], 'test_f1_macro': [0.30952380952380953, 0.40740740740740744, 0.2814814814814815]}, {'fit_time': [16.055142641067505, 16.02710485458374, 16.04983377456665], 'score_time': [0.009031295776367188, 0.009407520294189453, 0.008577585220336914], 'test_accuracy': [0.4444444444444444, 0.6111111111111112, 0.6111111111111112], 'test_precision_macro': [0.4444444444444444, 0.7268518518518517, 0.7268518518518517], 'test_recall_macro': [0.4523809523809524, 0.5595238095238095, 0.5575396825396826], 'test_f1_macro': [0.4323232323232323, 0.563888888888889, 0.5849673202614379]}, {'fit_time': [16.22235107421875, 16.252315998077393, 16.08750891685486], 'score_time': [0.00861978530883789, 0.010944128036499023, 0.00856781005859375], 'test_accuracy': [0.4444444444444444, 0.4444444444444444, 0.4444444444444444], 'test_precision_macro': [0.4515151515151515, 0.2871794871794872, 0.4259259259259259], 'test_recall_macro': [0.4166666666666667, 0.38095238095238093, 0.42658730158730157], 'test_f1_macro': [0.4074074074074074, 0.3111111111111111, 0.42063492063492064]}, {'fit_time': [16.233323574066162, 16.361806392669678, 16.029594659805298], 'score_time': [0.010572671890258789, 0.008751153945922852, 0.008835792541503906], 'test_accuracy': [0.3888888888888889, 0.6111111111111112, 0.5], 'test_precision_macro': [0.26406926406926406, 0.5972222222222222, 0.5404040404040403], 'test_recall_macro': [0.3333333333333333, 0.5952380952380952, 0.5436507936507936], 'test_f1_macro': [0.291005291005291, 0.594017094017094, 0.4968734968734969]}, {'fit_time': [16.043721437454224, 16.070916175842285, 16.35983920097351], 'score_time': [0.010038375854492188, 0.009343862533569336, 0.008521556854248047], 'test_accuracy': [0.3888888888888889, 0.5555555555555556, 0.6111111111111112], 'test_precision_macro': [0.25833333333333336, 0.375, 0.5575396825396826], 'test_recall_macro': [0.3333333333333333, 0.4761904761904762, 0.5575396825396826], 'test_f1_macro': [0.2901960784313726, 0.41830065359477125, 0.5575396825396826]}, {'fit_time': [16.11194920539856, 16.140987634658813, 16.186931848526], 'score_time': [0.008527278900146484, 0.00942373275756836, 0.009937047958374023], 'test_accuracy': [0.5, 0.4444444444444444, 0.5555555555555556], 'test_precision_macro': [0.6481481481481481, 0.36507936507936506, 0.3722943722943723], 'test_recall_macro': [0.46428571428571425, 0.4523809523809524, 0.4523809523809524], 'test_f1_macro': [0.4777777777777778, 0.38095238095238093, 0.3999999999999999]}, {'fit_time': [16.07032322883606, 16.339304447174072, 16.417958736419678], 'score_time': [0.008845329284667969, 0.00823211669921875, 0.008767843246459961], 'test_accuracy': [0.5555555555555556, 0.5555555555555556, 0.5555555555555556], 'test_precision_macro': [0.6851851851851851, 0.5111111111111111, 0.5484848484848485], 'test_recall_macro': [0.5119047619047619, 0.511904761904762, 0.5218253968253969], 'test_f1_macro': [0.5194444444444445, 0.49719887955182074, 0.5094017094017093]}, {'fit_time': [16.081711530685425, 16.193616151809692, 16.30131983757019], 'score_time': [0.008302450180053711, 0.008473873138427734, 0.008524656295776367], 'test_accuracy': [0.5555555555555556, 0.6111111111111112, 0.4444444444444444], 'test_precision_macro': [0.6538461538461539, 0.6296296296296297, 0.3148148148148148], 'test_recall_macro': [0.5833333333333334, 0.5952380952380952, 0.35714285714285715], 'test_f1_macro': [0.5597883597883598, 0.603937728937729, 0.3333333333333333]}, {'fit_time': [16.089366674423218, 16.285959720611572, 16.118191480636597], 'score_time': [0.008282899856567383, 0.008207082748413086, 0.008625030517578125], 'test_accuracy': [0.5, 0.5, 0.4444444444444444], 'test_precision_macro': [0.4685185185185185, 0.4038461538461539, 0.33888888888888885], 'test_recall_macro': [0.5357142857142857, 0.42857142857142855, 0.36309523809523814], 'test_f1_macro': [0.4911616161616162, 0.38181818181818183, 0.3292847503373819]}, {'fit_time': [16.045532941818237, 16.09854245185852, 16.085009574890137], 'score_time': [0.008118867874145508, 0.008321762084960938, 0.008414268493652344], 'test_accuracy': [0.3333333333333333, 0.4444444444444444, 0.6111111111111112], 'test_precision_macro': [0.27777777777777773, 0.5833333333333334, 0.5555555555555555], 'test_recall_macro': [0.2857142857142857, 0.4523809523809524, 0.5634920634920635], 'test_f1_macro': [0.2615629984051037, 0.4888888888888889, 0.5523809523809523]}]	{'classifier__max_depth': 10, 'classifier__n_estimators': 50, 'feature_selector__threshold': 0.05}
Decision Tree	Variance Threshold	0.454	[{'fit_time': [3.0607781410217285, 2.9910361766815186, 3.104356050491333], 'score_time': [0.007944107055664062, 0.008088111877441406, 0.007946014404296875], 'test_accuracy': [0.4444444444444444, 0.3888888888888889, 0.5555555555555556], 'test_precision_macro': [0.4682539682539682, 0.3181818181818182, 0.5740740740740741], 'test_recall_macro': [0.4166666666666667, 0.4047619047619048, 0.5734126984126984], 'test_f1_macro': [0.42658730158730157, 0.35185185185185186, 0.5721468074409252]}, {'fit_time': [3.0511882305145264, 3.120877504348755, 3.0743517875671387], 'score_time': [0.007911920547485352, 0.008150815963745117, 0.007910490036010742], 'test_accuracy': [0.3888888888888889, 0.6111111111111112, 0.7222222222222222], 'test_precision_macro': [0.3833333333333333, 0.6083333333333334, 0.8111111111111112], 'test_recall_macro': [0.4047619047619047, 0.630952380952381, 0.7162698412698413], 'test_f1_macro': [0.38413547237076645, 0.611111111111111, 0.7400560224089636]}, {'fit_time': [3.0194127559661865, 3.098029375076294, 3.000621795654297], 'score_time': [0.007835626602172852, 0.007861852645874023, 0.007852315902709961], 'test_accuracy': [0.5555555555555556, 0.5555555555555556, 0.5], 'test_precision_macro': [0.5925925925925926, 0.5888888888888889, 0.46296296296296297], 'test_recall_macro': [0.5476190476190476, 0.5833333333333334, 0.47420634920634924], 'test_f1_macro': [0.5622710622710624, 0.5516339869281045, 0.4623015873015874]}, {'fit_time': [3.0635318756103516, 3.0974695682525635, 3.1700944900512695], 'score_time': [0.008062362670898438, 0.00804591178894043, 0.008148908615112305], 'test_accuracy': [0.4444444444444444, 0.3888888888888889, 0.3333333333333333], 'test_precision_macro': [0.4583333333333333, 0.41005291005291006, 0.35714285714285715], 'test_recall_macro': [0.4880952380952381, 0.36904761904761907, 0.3948412698412698], 'test_f1_macro': [0.4444444444444444, 0.373015873015873, 0.37142857142857144]}, {'fit_time': [2.964409112930298, 3.010788679122925, 3.122530937194824], 'score_time': [0.0077474117279052734, 0.007903337478637695, 0.007843732833862305], 'test_accuracy': [0.3888888888888889, 0.3888888888888889, 0.3888888888888889], 'test_precision_macro': [0.4523809523809524, 0.2722222222222222, 0.4047619047619047], 'test_recall_macro': [0.36904761904761907, 0.3333333333333333, 0.44246031746031744], 'test_f1_macro': [0.34391534391534395, 0.28654970760233917, 0.3878787878787879]}, {'fit_time': [3.075096607208252, 3.02720308303833, 3.007723331451416], 'score_time': [0.008057594299316406, 0.008011341094970703, 0.007859230041503906], 'test_accuracy': [0.3333333333333333, 0.3333333333333333, 0.5], 'test_precision_macro': [0.373015873015873, 0.33730158730158727, 0.5222222222222223], 'test_recall_macro': [0.3214285714285714, 0.3928571428571428, 0.5257936507936508], 'test_f1_macro': [0.33134920634920634, 0.3373737373737373, 0.5185185185185185]}, {'fit_time': [3.006366729736328, 3.0884811878204346, 3.096781015396118], 'score_time': [0.007745027542114258, 0.007959842681884766, 0.010273933410644531], 'test_accuracy': [0.3888888888888889, 0.3888888888888889, 0.5], 'test_precision_macro': [0.3873015873015873, 0.3703703703703703, 0.35384615384615387], 'test_recall_macro': [0.4047619047619047, 0.36904761904761907, 0.41071428571428575], 'test_f1_macro': [0.3935693935693936, 0.3644688644688645, 0.35384615384615387]}, {'fit_time': [3.0114569664001465, 3.06191086769104, 3.0509181022644043], 'score_time': [0.007803678512573242, 0.008028745651245117, 0.007962465286254883], 'test_accuracy': [0.6111111111111112, 0.2777777777777778, 0.5], 'test_precision_macro': [0.4305555555555555, 0.20454545454545456, 0.4682539682539682], 'test_recall_macro': [0.5238095238095238, 0.23809523809523805, 0.4682539682539682], 'test_f1_macro': [0.47222222222222215, 0.20875420875420878, 0.4666666666666666]}, {'fit_time': [2.9981799125671387, 3.073368787765503, 3.059103488922119], 'score_time': [0.007951974868774414, 0.007936716079711914, 0.008030414581298828], 'test_accuracy': [0.5, 0.3888888888888889, 0.4444444444444444], 'test_precision_macro': [0.5052910052910052, 0.2916666666666667, 0.5666666666666667], 'test_recall_macro': [0.46428571428571425, 0.3333333333333333, 0.4087301587301588], 'test_f1_macro': [0.4682539682539682, 0.3111111111111111, 0.4222222222222222]}, {'fit_time': [3.0269837379455566, 2.9971375465393066, 3.069624900817871], 'score_time': [0.00792241096496582, 0.007822751998901367, 0.008805036544799805], 'test_accuracy': [0.3888888888888889, 0.5, 0.5], 'test_precision_macro': [0.5694444444444444, 0.5, 0.3333333333333333], 'test_recall_macro': [0.36904761904761907, 0.5, 0.5833333333333334], 'test_f1_macro': [0.39166666666666666, 0.49829059829059824, 0.4222222222222222]}]	{'classifier__max_depth': 5, 'feature_selector__threshold': 0.001}
